OBJECTID,GEOID,B00001e1,B00001m1,B00002e1,B00002m1
3030,14000US17199020500,270,-1,150,-1
3031,14000US17199020600,371,-1,155,-1
3032,14000US17199020700,255,-1,120,-1
3033,14000US17199020800,897,-1,414,-1
3034,14000US17199020900,604,-1,263,-1
3035,14000US17199021000,296,-1,127,-1
3036,14000US17199021100,239,-1,117,-1
3037,14000US17199021200,387,-1,186,-1
3038,14000US17199021300,446,-1,189,-1
3039,14000US17199021400,490,-1,197,-1
3040,14000US17201000101,261,-1,113,-1
3041,14000US17201000103,224,-1,104,-1
3042,14000US17201000104,237,-1,90,-1
3043,14000US17201000105,392,-1,149,-1
3044,14000US17201000200,285,-1,127,-1
3045,14000US17201000300,344,-1,157,-1
3046,14000US17201000401,328,-1,146,-1
3047,14000US17201000402,310,-1,128,-1
3048,14000US17201000403,382,-1,175,-1
3049,14000US17201000501,238,-1,118,-1
3050,14000US17201000502,282,-1,126,-1
3051,14000US17201000504,368,-1,159,-1
3052,14000US17201000506,444,-1,173,-1
3053,14000US17201000507,393,-1,135,-1
3054,14000US17201000510,331,-1,136,-1
3055,14000US17201000511,234,-1,104,-1
3056,14000US17201000512,322,-1,152,-1
3057,14000US17201000513,396,-1,165,-1
3058,14000US17201000514,362,-1,148,-1
3059,14000US17201000600,403,-1,175,-1
3060,14000US17201000700,306,-1,136,-1
3061,14000US17201000800,211,-1,124,-1
3062,14000US17201001000,154,-1,93,-1
3063,14000US17201001100,156,-1,128,-1
3064,14000US17201001200,272,-1,133,-1
3065,14000US17201001300,263,-1,112,-1
3066,14000US17201001400,293,-1,137,-1
3067,14000US17201001500,235,-1,117,-1
3068,14000US17201001600,241,-1,104,-1
3069,14000US17201001700,243,-1,108,-1
3070,14000US17201001800,361,-1,144,-1
3071,14000US17201001900,260,-1,116,-1
3072,14000US17201002000,187,-1,86,-1
3073,14000US17201002100,211,-1,85,-1
3074,14000US17201002200,294,-1,105,-1
3075,14000US17201002301,302,-1,126,-1
3076,14000US17201002302,165,-1,79,-1
3077,14000US17201002400,244,-1,111,-1
3078,14000US17201002500,231,-1,93,-1
3079,14000US17201002600,433,-1,122,-1
3080,14000US17201002700,189,-1,82,-1
3081,14000US17201002800,167,-1,65,-1
3082,14000US17201002900,154,-1,130,-1
3083,14000US17201003000,230,-1,113,-1
3084,14000US17201003100,255,-1,137,-1
3085,14000US17201003200,282,-1,105,-1
3086,14000US17201003300,291,-1,122,-1
3087,14000US17201003400,351,-1,148,-1
3088,14000US17201003500,236,-1,111,-1
3089,14000US17201003601,251,-1,119,-1
3090,14000US17201003602,319,-1,151,-1
3091,14000US17201003604,215,-1,117,-1
3092,14000US17201003605,302,-1,127,-1
3093,14000US17201003606,233,-1,97,-1
3094,14000US17201003705,602,-1,253,-1
3095,14000US17201003706,404,-1,168,-1
3096,14000US17201003707,323,-1,169,-1
3097,14000US17201003708,216,-1,94,-1
3098,14000US17201003709,255,-1,108,-1
3099,14000US17201003710,385,-1,150,-1
3100,14000US17201003711,401,-1,165,-1
3101,14000US17201003801,414,-1,147,-1
3102,14000US17201003805,421,-1,167,-1
3103,14000US17201003806,472,-1,175,-1
3104,14000US17201003807,399,-1,172,-1
3105,14000US17201003808,369,-1,146,-1
3106,14000US17201003809,240,-1,120,-1
3107,14000US17201003901,523,-1,209,-1
3108,14000US17201003903,330,-1,123,-1
3109,14000US17201003904,419,-1,181,-1
3110,14000US17201004001,540,-1,187,-1
3111,14000US17201004002,365,-1,148,-1
3112,14000US17201004003,324,-1,139,-1
3113,14000US17201004100,752,-1,335,-1
3114,14000US17201004200,657,-1,266,-1
3115,14000US17201004300,481,-1,205,-1
3116,14000US17201980000,,,,
3117,14000US17203030100,515,-1,212,-1
3118,14000US17203030200,658,-1,280,-1
3119,14000US17203030300,428,-1,182,-1
3120,14000US17203030400,395,-1,141,-1
3121,14000US17203030501,788,-1,280,-1
3122,14000US17203030502,692,-1,315,-1
3123,14000US17203030601,504,-1,140,-1
3124,14000US17203030602,815,-1,295,-1
3125,14000US17203030700,857,-1,369,-1
