OBJECTID,GEOID,B00001e1,B00001m1,B00002e1,B00002m1
2366,14000US17117957100,371,-1,173,-1
2367,14000US17117957200,273,-1,125,-1
2368,14000US17119400101,198,-1,104,-1
2369,14000US17119400102,195,-1,98,-1
2370,14000US17119400200,351,-1,149,-1
2371,14000US17119400600,199,-1,102,-1
2372,14000US17119400700,288,-1,158,-1
2373,14000US17119400801,256,-1,124,-1
2374,14000US17119400802,295,-1,150,-1
2375,14000US17119400903,247,-1,116,-1
2376,14000US17119400904,322,-1,145,-1
2377,14000US17119400951,301,-1,127,-1
2378,14000US17119400952,286,-1,128,-1
2379,14000US17119401000,526,-1,248,-1
2380,14000US17119401100,345,-1,149,-1
2381,14000US17119401200,257,-1,124,-1
2382,14000US17119401300,219,-1,118,-1
2383,14000US17119401400,280,-1,128,-1
2384,14000US17119401500,211,-1,102,-1
2385,14000US17119401701,343,-1,137,-1
2386,14000US17119401721,297,-1,133,-1
2387,14000US17119401722,273,-1,128,-1
2388,14000US17119401800,326,-1,145,-1
2389,14000US17119401901,291,-1,118,-1
2390,14000US17119401903,546,-1,224,-1
2391,14000US17119401904,137,-1,55,-1
2392,14000US17119402000,333,-1,174,-1
2393,14000US17119402100,216,-1,101,-1
2394,14000US17119402200,269,-1,128,-1
2395,14000US17119402300,248,-1,129,-1
2396,14000US17119402400,219,-1,124,-1
2397,14000US17119402500,265,-1,129,-1
2398,14000US17119402600,224,-1,112,-1
2399,14000US17119402701,421,-1,187,-1
2400,14000US17119402721,494,-1,206,-1
2401,14000US17119402722,317,-1,134,-1
2402,14000US17119402801,362,-1,161,-1
2403,14000US17119402802,459,-1,191,-1
2404,14000US17119402803,377,-1,136,-1
2405,14000US17119402900,241,-1,114,-1
2406,14000US17119403001,411,-1,136,-1
2407,14000US17119403002,434,-1,175,-1
2408,14000US17119403101,755,-1,143,-1
2409,14000US17119403121,546,-1,223,-1
2410,14000US17119403122,323,-1,130,-1
2411,14000US17119403200,257,-1,116,-1
2412,14000US17119403300,261,-1,118,-1
2413,14000US17119403401,340,-1,152,-1
2414,14000US17119403402,278,-1,148,-1
2415,14000US17119403502,312,-1,143,-1
2416,14000US17119403531,448,-1,195,-1
2417,14000US17119403532,544,-1,172,-1
2418,14000US17119403533,592,-1,229,-1
2419,14000US17119403534,377,-1,171,-1
2420,14000US17119403601,345,-1,144,-1
2421,14000US17119403603,287,-1,117,-1
2422,14000US17119403604,424,-1,160,-1
2423,14000US17119403701,623,-1,250,-1
2424,14000US17119403702,700,-1,267,-1
2425,14000US17119403801,819,-1,337,-1
2426,14000US17119403802,1072,-1,476,-1
2427,14000US17119404000,197,-1,101,-1
2428,14000US17119404100,389,-1,180,-1
2429,14000US17121951600,754,-1,348,-1
2430,14000US17121951700,625,-1,290,-1
2431,14000US17121951800,550,-1,250,-1
2432,14000US17121951900,658,-1,280,-1
2433,14000US17121952000,448,-1,188,-1
2434,14000US17121952100,387,-1,182,-1
2435,14000US17121952200,1117,-1,488,-1
2436,14000US17121952300,523,-1,228,-1
2437,14000US17121952400,411,-1,178,-1
2438,14000US17121952500,287,-1,149,-1
2439,14000US17121952600,270,-1,134,-1
2440,14000US17121952700,492,-1,225,-1
2441,14000US17123961100,578,-1,264,-1
2442,14000US17123961200,455,-1,203,-1
2443,14000US17123961300,673,-1,311,-1
2444,14000US17123961400,430,-1,197,-1
2445,14000US17123961500,474,-1,232,-1
2446,14000US17125956300,625,-1,276,-1
2447,14000US17125956400,345,-1,175,-1
2448,14000US17125956500,317,-1,132,-1
2449,14000US17125956600,462,-1,240,-1
2450,14000US17125956700,493,-1,234,-1
2451,14000US17125956800,372,-1,177,-1
2452,14000US17127970100,696,-1,315,-1
2453,14000US17127970200,359,-1,166,-1
2454,14000US17127970300,417,-1,196,-1
2455,14000US17127970400,210,-1,93,-1
2456,14000US17129010100,1018,-1,445,-1
2457,14000US17129010200,516,-1,253,-1
2458,14000US17129010300,488,-1,199,-1
2459,14000US17131040100,800,-1,317,-1
2460,14000US17131040200,896,-1,428,-1
2461,14000US17131040300,403,-1,171,-1
2462,14000US17131040400,875,-1,405,-1
2463,14000US17133600101,453,-1,176,-1
2464,14000US17133600102,511,-1,189,-1
2465,14000US17133600401,390,-1,160,-1
2466,14000US17133600402,641,-1,254,-1
2467,14000US17133600501,510,-1,195,-1
2468,14000US17133600502,513,-1,214,-1
2469,14000US17135957300,645,-1,321,-1
2470,14000US17135957400,510,-1,232,-1
2471,14000US17135957500,776,-1,361,-1
2472,14000US17135957600,351,-1,175,-1
2473,14000US17135957700,269,-1,124,-1
2474,14000US17135957800,292,-1,137,-1
2475,14000US17135957900,468,-1,218,-1
2476,14000US17135958000,1757,-1,429,-1
2477,14000US17137951400,656,-1,301,-1
2478,14000US17137951500,370,-1,162,-1
2479,14000US17137951600,266,-1,117,-1
2480,14000US17137951700,239,-1,93,-1
2481,14000US17137951800,623,-1,160,-1
2482,14000US17137951900,352,-1,134,-1
2483,14000US17137952000,385,-1,124,-1
2484,14000US17137952100,328,-1,172,-1
2485,14000US17137952200,595,-1,262,-1
2486,14000US17137952300,769,-1,350,-1
2487,14000US17139976900,743,-1,276,-1
2488,14000US17139977000,564,-1,243,-1
2489,14000US17139977100,473,-1,215,-1
2490,14000US17139977200,358,-1,171,-1
2491,14000US17141960700,596,-1,261,-1
2492,14000US17141960800,622,-1,276,-1
2493,14000US17141960900,290,-1,122,-1
2494,14000US17141961000,1593,-1,621,-1
2495,14000US17141961100,723,-1,290,-1
2496,14000US17141961200,362,-1,145,-1
2497,14000US17141961300,339,-1,152,-1
2498,14000US17141961400,425,-1,189,-1
2499,14000US17141961500,556,-1,266,-1
2500,14000US17141961600,303,-1,128,-1
2501,14000US17141961700,528,-1,193,-1
2502,14000US17143000100,145,-1,65,-1
2503,14000US17143000200,218,-1,99,-1
2504,14000US17143000300,219,-1,110,-1
2505,14000US17143000500,205,-1,93,-1
2506,14000US17143000600,220,-1,100,-1
2507,14000US17143000900,181,-1,105,-1
2508,14000US17143001200,231,-1,140,-1
2509,14000US17143001300,190,-1,93,-1
2510,14000US17143001500,232,-1,100,-1
2511,14000US17143001600,306,-1,150,-1
2512,14000US17143001800,260,-1,126,-1
2513,14000US17143001900,235,-1,70,-1
2514,14000US17143002000,478,-1,82,-1
2515,14000US17143002100,315,-1,148,-1
2516,14000US17143002200,344,-1,161,-1
2517,14000US17143002300,269,-1,123,-1
2518,14000US17143002400,212,-1,105,-1
2519,14000US17143002500,245,-1,104,-1
2520,14000US17143002600,248,-1,121,-1
2521,14000US17143002701,302,-1,148,-1
2522,14000US17143002702,375,-1,169,-1
2523,14000US17143002800,284,-1,151,-1
2524,14000US17143002900,372,-1,196,-1
2525,14000US17143003000,444,-1,198,-1
2526,14000US17143003101,309,-1,138,-1
2527,14000US17143003102,343,-1,172,-1
2528,14000US17143003200,250,-1,124,-1
2529,14000US17143003300,352,-1,134,-1
2530,14000US17143003401,421,-1,173,-1
2531,14000US17143003402,390,-1,157,-1
2532,14000US17143003601,244,-1,99,-1
2533,14000US17143003602,296,-1,136,-1
2534,14000US17143003700,378,-1,147,-1
2535,14000US17143003800,635,-1,245,-1
2536,14000US17143003900,1035,-1,398,-1
2537,14000US17143004000,560,-1,246,-1
2538,14000US17143004101,420,-1,172,-1
2539,14000US17143004102,259,-1,128,-1
2540,14000US17143004200,301,-1,157,-1
2541,14000US17143004300,202,-1,101,-1
2542,14000US17143004400,272,-1,107,-1
2543,14000US17143004500,731,-1,305,-1
2544,14000US17143004600,605,-1,254,-1
2545,14000US17143004801,902,-1,367,-1
2546,14000US17143004802,500,-1,234,-1
2547,14000US17143004901,865,-1,376,-1
2548,14000US17143004902,680,-1,298,-1
2549,14000US17143005000,238,-1,113,-1
2550,14000US17145030100,581,-1,289,-1
2551,14000US17145030200,726,-1,206,-1
2552,14000US17145030300,495,-1,229,-1
2553,14000US17145030400,271,-1,133,-1
2554,14000US17145030500,262,-1,119,-1
2555,14000US17145030600,403,-1,191,-1
2556,14000US17147954500,846,-1,385,-1
2557,14000US17147954600,390,-1,153,-1
2558,14000US17147954700,812,-1,377,-1
2559,14000US17147954800,547,-1,238,-1
2560,14000US17149952400,706,-1,360,-1
2561,14000US17149952500,619,-1,320,-1
2562,14000US17149952600,598,-1,312,-1
2563,14000US17149952700,480,-1,185,-1
2564,14000US17149952800,540,-1,280,-1
2565,14000US17151971200,277,-1,189,-1
2566,14000US17151971300,313,-1,215,-1
2567,14000US17153971000,619,-1,329,-1
2568,14000US17153971100,511,-1,299,-1
2569,14000US17155954500,708,-1,328,-1
2570,14000US17155954600,700,-1,339,-1
2571,14000US17157950500,484,-1,238,-1
2572,14000US17157950600,385,-1,171,-1
2573,14000US17157950700,532,-1,255,-1
2574,14000US17157950800,480,-1,204,-1
2575,14000US17157950900,909,-1,412,-1
2576,14000US17157951000,405,-1,199,-1
2577,14000US17157951100,551,-1,279,-1
2578,14000US17157951200,804,-1,107,-1
2579,14000US17157951300,273,-1,130,-1
2580,14000US17159977900,592,-1,270,-1
2581,14000US17159978000,208,-1,116,-1
2582,14000US17159978100,367,-1,166,-1
2583,14000US17159978200,185,-1,97,-1
2584,14000US17159978300,611,-1,280,-1
2585,14000US17161020100,1410,-1,605,-1
2586,14000US17161020200,569,-1,264,-1
2587,14000US17161020300,376,-1,176,-1
2588,14000US17161020400,993,-1,357,-1
2589,14000US17161020600,266,-1,116,-1
2590,14000US17161020700,235,-1,104,-1
2591,14000US17161020800,263,-1,128,-1
2592,14000US17161020900,294,-1,123,-1
2593,14000US17161021000,342,-1,169,-1
2594,14000US17161021100,350,-1,145,-1
2595,14000US17161021200,265,-1,126,-1
2596,14000US17161021300,226,-1,119,-1
2597,14000US17161021400,159,-1,76,-1
2598,14000US17161021500,351,-1,176,-1
2599,14000US17161021600,217,-1,98,-1
2600,14000US17161021700,349,-1,147,-1
2601,14000US17161021800,248,-1,109,-1
2602,14000US17161021900,251,-1,137,-1
2603,14000US17161022000,346,-1,149,-1
2604,14000US17161022100,213,-1,113,-1
2605,14000US17161022200,324,-1,130,-1
2606,14000US17161022300,230,-1,98,-1
2607,14000US17161022600,256,-1,124,-1
2608,14000US17161022800,645,-1,137,-1
2609,14000US17161022900,241,-1,123,-1
2610,14000US17161023000,412,-1,198,-1
2611,14000US17161023100,236,-1,112,-1
2612,14000US17161023200,304,-1,132,-1
2613,14000US17161023300,285,-1,127,-1
2614,14000US17161023500,289,-1,111,-1
2615,14000US17161023600,211,-1,91,-1
2616,14000US17161023700,309,-1,134,-1
2617,14000US17161024000,393,-1,172,-1
2618,14000US17161024101,438,-1,197,-1
2619,14000US17161024102,558,-1,248,-1
2620,14000US17161024103,507,-1,213,-1
2621,14000US17161024200,345,-1,164,-1
2622,14000US17161024300,247,-1,124,-1
2623,14000US17161024400,223,-1,128,-1
2624,14000US17161024500,268,-1,148,-1
2625,14000US17163500400,118,-1,101,-1
2626,14000US17163500500,238,-1,109,-1
2627,14000US17163500900,236,-1,119,-1
2628,14000US17163501100,127,-1,85,-1
2629,14000US17163501200,181,-1,98,-1
2630,14000US17163501300,222,-1,106,-1
2631,14000US17163501400,174,-1,84,-1
2632,14000US17163501501,229,-1,101,-1
2633,14000US17163501502,264,-1,102,-1
2634,14000US17163501602,272,-1,130,-1
2635,14000US17163501603,304,-1,141,-1
2636,14000US17163501604,175,-1,99,-1
2637,14000US17163501605,224,-1,111,-1
2638,14000US17163501700,286,-1,108,-1
2639,14000US17163501800,305,-1,154,-1
2640,14000US17163501900,292,-1,149,-1
2641,14000US17163502100,294,-1,116,-1
2642,14000US17163502200,161,-1,105,-1
2643,14000US17163502300,306,-1,154,-1
2644,14000US17163502401,148,-1,68,-1
2645,14000US17163502404,298,-1,102,-1
2646,14000US17163502500,238,-1,125,-1
2647,14000US17163502602,314,-1,135,-1
2648,14000US17163502603,204,-1,110,-1
2649,14000US17163502700,88,-1,47,-1
2650,14000US17163502800,204,-1,101,-1
2651,14000US17163502900,168,-1,109,-1
2652,14000US17163503100,547,-1,239,-1
2653,14000US17163503202,356,-1,142,-1
2654,14000US17163503203,395,-1,166,-1
2655,14000US17163503211,359,-1,176,-1
2656,14000US17163503301,378,-1,160,-1
2657,14000US17163503304,341,-1,158,-1
2658,14000US17163503322,457,-1,177,-1
2659,14000US17163503323,368,-1,148,-1
2660,14000US17163503324,288,-1,122,-1
2661,14000US17163503332,235,-1,116,-1
2662,14000US17163503334,337,-1,155,-1
2663,14000US17163503402,355,-1,171,-1
2664,14000US17163503404,504,-1,181,-1
2665,14000US17163503411,292,-1,127,-1
2666,14000US17163503412,305,-1,137,-1
2667,14000US17163503413,288,-1,136,-1
2668,14000US17163503414,270,-1,138,-1
2669,14000US17163503800,246,-1,85,-1
2670,14000US17163503903,365,-1,139,-1
2671,14000US17163503904,591,-1,207,-1
2672,14000US17163503905,287,-1,121,-1
2673,14000US17163503906,369,-1,131,-1
2674,14000US17163504001,627,-1,271,-1
2675,14000US17163504002,976,-1,452,-1
2676,14000US17163504302,639,-1,230,-1
2677,14000US17163504303,483,-1,183,-1
2678,14000US17163504351,299,-1,125,-1
2679,14000US17163504352,461,-1,196,-1
2680,14000US17163504353,469,-1,146,-1
2681,14000US17163504354,282,-1,131,-1
2682,14000US17163504355,527,-1,184,-1
2683,14000US17163504500,292,-1,141,-1
2684,14000US17163504600,189,-1,98,-1
2685,14000US17165955100,224,-1,100,-1
2686,14000US17165955500,216,-1,97,-1
2687,14000US17165955600,348,-1,176,-1
2688,14000US17165955700,375,-1,186,-1
2689,14000US17165955800,310,-1,119,-1
2690,14000US17165955900,236,-1,111,-1
2691,14000US17165956000,234,-1,121,-1
2692,14000US17165956100,375,-1,188,-1
2693,14000US17165956200,348,-1,176,-1
2694,14000US17167000100,317,-1,164,-1
2695,14000US17167000201,230,-1,115,-1
2696,14000US17167000202,269,-1,154,-1
2697,14000US17167000300,224,-1,100,-1
2698,14000US17167000400,223,-1,119,-1
2699,14000US17167000501,251,-1,110,-1
2700,14000US17167000503,288,-1,152,-1
2701,14000US17167000504,263,-1,125,-1
2702,14000US17167000600,255,-1,120,-1
2703,14000US17167000700,460,-1,208,-1
2704,14000US17167000800,265,-1,99,-1
2705,14000US17167000900,136,-1,75,-1
2706,14000US17167001001,185,-1,99,-1
2707,14000US17167001003,180,-1,103,-1
2708,14000US17167001004,278,-1,145,-1
2709,14000US17167001100,231,-1,114,-1
2710,14000US17167001200,293,-1,144,-1
2711,14000US17167001300,151,-1,92,-1
2712,14000US17167001400,140,-1,73,-1
2713,14000US17167001500,148,-1,60,-1
2714,14000US17167001600,236,-1,108,-1
2715,14000US17167001700,143,-1,69,-1
2716,14000US17167001800,180,-1,100,-1
2717,14000US17167001900,253,-1,135,-1
2718,14000US17167002000,469,-1,226,-1
2719,14000US17167002100,549,-1,279,-1
2720,14000US17167002200,323,-1,153,-1
2721,14000US17167002300,260,-1,114,-1
2722,14000US17167002400,258,-1,118,-1
2723,14000US17167002500,306,-1,140,-1
2724,14000US17167002600,191,-1,101,-1
2725,14000US17167002700,549,-1,282,-1
2726,14000US17167002801,364,-1,202,-1
2727,14000US17167002802,271,-1,144,-1
2728,14000US17167002900,293,-1,136,-1
2729,14000US17167003000,580,-1,140,-1
2730,14000US17167003100,418,-1,173,-1
2731,14000US17167003201,487,-1,185,-1
2732,14000US17167003202,390,-1,164,-1
2733,14000US17167003203,374,-1,145,-1
2734,14000US17167003300,821,-1,354,-1
2735,14000US17167003400,525,-1,218,-1
2736,14000US17167003500,1215,-1,502,-1
2737,14000US17167003601,271,-1,116,-1
2738,14000US17167003602,472,-1,189,-1
2739,14000US17167003603,494,-1,196,-1
2740,14000US17167003604,286,-1,133,-1
2741,14000US17167003700,875,-1,357,-1
2742,14000US17167003801,346,-1,140,-1
2743,14000US17167003802,568,-1,225,-1
2744,14000US17167003901,512,-1,181,-1
2745,14000US17167003902,426,-1,166,-1
2746,14000US17167004000,977,-1,434,-1
2747,14000US17169970100,396,-1,170,-1
2748,14000US17169970200,330,-1,142,-1
2749,14000US17169970300,324,-1,151,-1
2750,14000US17171970600,467,-1,220,-1
2751,14000US17171970700,804,-1,387,-1
2752,14000US17173959100,834,-1,383,-1
2753,14000US17173959200,381,-1,161,-1
2754,14000US17173959300,316,-1,130,-1
2755,14000US17173959400,615,-1,286,-1
2756,14000US17173959500,697,-1,312,-1
2757,14000US17173959600,606,-1,287,-1
2758,14000US17175951400,828,-1,361,-1
2759,14000US17175951500,488,-1,221,-1
2760,14000US17177000100,913,-1,388,-1
2761,14000US17177000200,692,-1,306,-1
2762,14000US17177000300,540,-1,264,-1
2763,14000US17177000400,642,-1,272,-1
2764,14000US17177000500,386,-1,171,-1
2765,14000US17177000600,611,-1,266,-1
2766,14000US17177000700,208,-1,99,-1
2767,14000US17177000800,258,-1,129,-1
2768,14000US17177000900,278,-1,129,-1
2769,14000US17177001000,323,-1,148,-1
2770,14000US17177001100,296,-1,150,-1
2771,14000US17177001200,294,-1,135,-1
2772,14000US17177001300,322,-1,141,-1
2773,14000US17179020100,208,-1,102,-1
2774,14000US17179020301,239,-1,107,-1
2775,14000US17179020302,303,-1,133,-1
2776,14000US17179020400,273,-1,121,-1
2777,14000US17179020500,910,-1,367,-1
2778,14000US17179020600,300,-1,152,-1
2779,14000US17179020700,393,-1,178,-1
2780,14000US17179020800,271,-1,134,-1
2781,14000US17179020900,257,-1,125,-1
2782,14000US17179021000,351,-1,135,-1
2783,14000US17179021101,380,-1,165,-1
2784,14000US17179021102,370,-1,156,-1
2785,14000US17179021201,504,-1,182,-1
2786,14000US17179021202,393,-1,178,-1
2787,14000US17179021203,721,-1,301,-1
2788,14000US17179021500,387,-1,184,-1
2789,14000US17179021603,442,-1,171,-1
2790,14000US17179021604,310,-1,154,-1
2791,14000US17179021605,251,-1,110,-1
2792,14000US17179021606,459,-1,148,-1
2793,14000US17179021701,991,-1,411,-1
2794,14000US17179021702,652,-1,266,-1
2795,14000US17179021801,846,-1,294,-1
2796,14000US17179021802,470,-1,226,-1
2797,14000US17179021900,980,-1,407,-1
2798,14000US17179022000,1028,-1,431,-1
2799,14000US17179022100,359,-1,136,-1
2800,14000US17179022200,280,-1,109,-1
2801,14000US17179022300,345,-1,133,-1
2802,14000US17179022400,282,-1,122,-1
2803,14000US17181950100,716,-1,326,-1
2804,14000US17181950200,357,-1,168,-1
2805,14000US17181950300,420,-1,179,-1
2806,14000US17181950400,311,-1,114,-1
2807,14000US17181950500,602,-1,274,-1
2808,14000US17183000100,264,-1,112,-1
2809,14000US17183000200,197,-1,83,-1
2810,14000US17183000300,249,-1,118,-1
2811,14000US17183000400,186,-1,92,-1
2812,14000US17183000500,333,-1,162,-1
2813,14000US17183000600,182,-1,99,-1
2814,14000US17183000700,353,-1,161,-1
2815,14000US17183000800,223,-1,101,-1
2816,14000US17183000900,236,-1,105,-1
2817,14000US17183001200,294,-1,154,-1
2818,14000US17183001300,340,-1,170,-1
2819,14000US17183010100,731,-1,337,-1
2820,14000US17183010200,259,-1,129,-1
2821,14000US17183010300,968,-1,412,-1
2822,14000US17183010400,499,-1,197,-1
2823,14000US17183010500,337,-1,162,-1
2824,14000US17183010600,577,-1,252,-1
2825,14000US17183010701,266,-1,121,-1
2826,14000US17183010702,408,-1,177,-1
2827,14000US17183010800,718,-1,336,-1
2828,14000US17183010900,876,-1,402,-1
2829,14000US17183011000,356,-1,155,-1
2830,14000US17183011100,442,-1,213,-1
2831,14000US17183011200,624,-1,152,-1
2832,14000US17185957200,840,-1,369,-1
2833,14000US17185957300,268,-1,126,-1
2834,14000US17185957400,304,-1,133,-1
2835,14000US17185957500,245,-1,107,-1
2836,14000US17187870100,541,-1,256,-1
2837,14000US17187870200,466,-1,236,-1
2838,14000US17187870300,368,-1,156,-1
2839,14000US17187870400,582,-1,174,-1
2840,14000US17187870500,403,-1,183,-1
2841,14000US17189950100,1183,-1,526,-1
2842,14000US17189950200,766,-1,366,-1
2843,14000US17189950300,307,-1,127,-1
2844,14000US17189950400,915,-1,432,-1
2845,14000US17191954900,613,-1,289,-1
2846,14000US17191955000,960,-1,413,-1
2847,14000US17191955100,420,-1,197,-1
2848,14000US17191955200,301,-1,144,-1
2849,14000US17191955300,549,-1,262,-1
2850,14000US17193958000,197,-1,90,-1
2851,14000US17193958100,315,-1,142,-1
2852,14000US17193958200,667,-1,325,-1
2853,14000US17193958300,543,-1,263,-1
2854,14000US17193958400,475,-1,235,-1
2855,14000US17195000100,416,-1,177,-1
2856,14000US17195000200,332,-1,136,-1
2857,14000US17195000300,339,-1,143,-1
2858,14000US17195000400,507,-1,228,-1
2859,14000US17195000500,363,-1,159,-1
2860,14000US17195000600,800,-1,341,-1
2861,14000US17195000700,479,-1,190,-1
2862,14000US17195000800,485,-1,209,-1
2863,14000US17195000900,370,-1,155,-1
2864,14000US17195001000,224,-1,91,-1
2865,14000US17195001100,255,-1,105,-1
2866,14000US17195001200,346,-1,150,-1
2867,14000US17195001300,253,-1,121,-1
2868,14000US17195001400,431,-1,177,-1
2869,14000US17195001500,254,-1,123,-1
2870,14000US17195001600,205,-1,110,-1
2871,14000US17195001700,367,-1,178,-1
2872,14000US17195001800,361,-1,140,-1
2873,14000US17197880105,379,-1,125,-1
2874,14000US17197880106,327,-1,121,-1
2875,14000US17197880107,416,-1,143,-1
2876,14000US17197880109,460,-1,167,-1
2877,14000US17197880111,257,-1,100,-1
2878,14000US17197880112,248,-1,89,-1
2879,14000US17197880113,341,-1,117,-1
2880,14000US17197880114,222,-1,78,-1
2881,14000US17197880115,277,-1,99,-1
2882,14000US17197880116,387,-1,146,-1
2883,14000US17197880117,263,-1,116,-1
2884,14000US17197880118,506,-1,161,-1
2885,14000US17197880119,460,-1,157,-1
2886,14000US17197880120,497,-1,157,-1
2887,14000US17197880121,522,-1,150,-1
2888,14000US17197880202,386,-1,139,-1
2889,14000US17197880203,303,-1,108,-1
2890,14000US17197880204,307,-1,129,-1
2891,14000US17197880303,427,-1,141,-1
2892,14000US17197880304,542,-1,173,-1
2893,14000US17197880305,523,-1,165,-1
2894,14000US17197880306,424,-1,130,-1
2895,14000US17197880307,319,-1,131,-1
2896,14000US17197880308,450,-1,145,-1
2897,14000US17197880309,515,-1,154,-1
2898,14000US17197880310,700,-1,211,-1
2899,14000US17197880312,628,-1,200,-1
2900,14000US17197880313,718,-1,217,-1
2901,14000US17197880314,665,-1,198,-1
2902,14000US17197880404,634,-1,220,-1
2903,14000US17197880408,408,-1,132,-1
2904,14000US17197880410,405,-1,121,-1
2905,14000US17197880411,328,-1,117,-1
2906,14000US17197880412,393,-1,137,-1
2907,14000US17197880414,397,-1,141,-1
2908,14000US17197880415,371,-1,134,-1
2909,14000US17197880416,264,-1,99,-1
2910,14000US17197880417,223,-1,95,-1
2911,14000US17197880418,452,-1,134,-1
2912,14000US17197880419,487,-1,139,-1
2913,14000US17197880420,463,-1,141,-1
2914,14000US17197880421,533,-1,177,-1
2915,14000US17197880502,421,-1,166,-1
2916,14000US17197880503,261,-1,123,-1
2917,14000US17197880505,330,-1,112,-1
2918,14000US17197880507,355,-1,107,-1
2919,14000US17197880601,275,-1,111,-1
2920,14000US17197880602,312,-1,137,-1
2921,14000US17197880701,346,-1,159,-1
2922,14000US17197880702,374,-1,134,-1
2923,14000US17197880901,321,-1,151,-1
2924,14000US17197880903,208,-1,120,-1
2925,14000US17197880905,219,-1,92,-1
2926,14000US17197881001,471,-1,168,-1
2927,14000US17197881002,476,-1,181,-1
2928,14000US17197881005,323,-1,124,-1
2929,14000US17197881006,348,-1,134,-1
2930,14000US17197881007,524,-1,170,-1
2931,14000US17197881009,368,-1,136,-1
2932,14000US17197881010,333,-1,120,-1
2933,14000US17197881011,281,-1,107,-1
2934,14000US17197881012,463,-1,161,-1
2935,14000US17197881105,322,-1,119,-1
2936,14000US17197881107,295,-1,113,-1
2937,14000US17197881108,423,-1,133,-1
2938,14000US17197881109,501,-1,165,-1
2939,14000US17197881111,265,-1,128,-1
2940,14000US17197881112,487,-1,169,-1
2941,14000US17197881113,379,-1,123,-1
2942,14000US17197881115,419,-1,138,-1
2943,14000US17197881116,409,-1,130,-1
2944,14000US17197881200,421,-1,146,-1
2945,14000US17197881301,308,-1,99,-1
2946,14000US17197881302,168,-1,55,-1
2947,14000US17197881401,221,-1,92,-1
2948,14000US17197881402,243,-1,115,-1
2949,14000US17197881500,275,-1,117,-1
2950,14000US17197881601,302,-1,145,-1
2951,14000US17197881603,252,-1,114,-1
2952,14000US17197881604,226,-1,106,-1
2953,14000US17197881700,301,-1,141,-1
2954,14000US17197881800,351,-1,113,-1
2955,14000US17197881900,259,-1,128,-1
2956,14000US17197882000,420,-1,146,-1
2957,14000US17197882100,345,-1,102,-1
2958,14000US17197882200,331,-1,103,-1
2959,14000US17197882300,323,-1,132,-1
2960,14000US17197882400,429,-1,142,-1
2961,14000US17197882500,195,-1,73,-1
2962,14000US17197882601,272,-1,109,-1
2963,14000US17197882602,321,-1,118,-1
2964,14000US17197882701,342,-1,141,-1
2965,14000US17197882702,237,-1,86,-1
2966,14000US17197882801,250,-1,122,-1
2967,14000US17197882802,287,-1,98,-1
2968,14000US17197882900,449,-1,203,-1
2969,14000US17197883000,391,-1,128,-1
2970,14000US17197883100,529,-1,219,-1
2971,14000US17197883206,372,-1,165,-1
2972,14000US17197883208,289,-1,131,-1
2973,14000US17197883209,269,-1,97,-1
2974,14000US17197883210,252,-1,141,-1
2975,14000US17197883211,357,-1,116,-1
2976,14000US17197883212,553,-1,184,-1
2977,14000US17197883213,323,-1,138,-1
2978,14000US17197883214,363,-1,151,-1
2979,14000US17197883215,530,-1,172,-1
2980,14000US17197883216,288,-1,108,-1
2981,14000US17197883303,371,-1,129,-1
2982,14000US17197883304,271,-1,112,-1
2983,14000US17197883305,443,-1,150,-1
2984,14000US17197883306,339,-1,112,-1
2985,14000US17197883307,558,-1,229,-1
2986,14000US17197883401,366,-1,161,-1
2987,14000US17197883402,338,-1,157,-1
2988,14000US17197883504,323,-1,130,-1
2989,14000US17197883505,461,-1,144,-1
2990,14000US17197883507,354,-1,126,-1
2991,14000US17197883509,365,-1,137,-1
2992,14000US17197883510,489,-1,153,-1
2993,14000US17197883511,432,-1,158,-1
2994,14000US17197883513,518,-1,163,-1
2995,14000US17197883514,409,-1,136,-1
2996,14000US17197883515,411,-1,148,-1
2997,14000US17197883516,399,-1,132,-1
2998,14000US17197883517,271,-1,114,-1
2999,14000US17197883519,418,-1,155,-1
3000,14000US17197883521,329,-1,127,-1
3001,14000US17197883522,300,-1,119,-1
3002,14000US17197883602,279,-1,121,-1
3003,14000US17197883603,264,-1,116,-1
3004,14000US17197883605,210,-1,96,-1
3005,14000US17197883606,263,-1,98,-1
3006,14000US17197883700,238,-1,113,-1
3007,14000US17197883803,167,-1,98,-1
3008,14000US17197883804,223,-1,93,-1
3009,14000US17197883806,296,-1,116,-1
3010,14000US17197883808,265,-1,131,-1
3011,14000US17197883809,269,-1,124,-1
3012,14000US17197883810,328,-1,131,-1
3013,14000US17197883811,248,-1,118,-1
3014,14000US17197883902,388,-1,154,-1
3015,14000US17197883903,260,-1,100,-1
3016,14000US17197883904,391,-1,150,-1
3017,14000US17197884003,319,-1,149,-1
3018,14000US17197884004,460,-1,219,-1
3019,14000US17197884005,214,-1,92,-1
3020,14000US17197884006,308,-1,129,-1
3021,14000US17197884101,503,-1,139,-1
3022,14000US17197884103,392,-1,132,-1
3023,14000US17197980000,0,-1,0,-1
3024,14000US17197980100,426,-1,5,-1
3025,14000US17199020100,721,-1,362,-1
3026,14000US17199020201,621,-1,276,-1
3027,14000US17199020202,388,-1,158,-1
3028,14000US17199020300,457,-1,209,-1
3029,14000US17199020400,296,-1,145,-1
