OBJECTID,GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,Id,Id2,Geography,"Total; Est",Households,"Total; E_1",Househol_1,"Total; E_2",Househol_2,"Total; E_3",Househol_3,Househol_4,Id_2,Id2_2,Geography_,"Total; E_4","Total; E_5","Total; E_6","Total; E_7","Total; E_8","Total; E_9","Total; E10","Total; E11","Total; E12","Total; E13","Total; E14","Total; E15","Total; E16","Total; E17","Total; E18","Total; E19","Total; E20","Total; E21","Total; E22","Total; E23","Total; E24","Total; E25","Total; E26","Total; E27","Total; E28","Total; E29",_count,_sum,_mean
188.00000,17031031502,Census Tract 315.02,161701.00000,0.00000,+41.9636326,-87.6523656,1400000US17031031502,17031031502,"Census Tract 315.02, Cook County, Illinois",2412,109,529,178,1883,210,18,5.8,34,1400000US17031031502,17031031502,"Census Tract 315.02, Cook County, Illinois",5086,531,2689,428,2397,378,8.8,4.5,9.7,4.3,7.8,8.1,5.6,2.1,8.7,3.8,2.2,1.9,2.4,1.9,1.8,2.3,3.1,2.9,4.3,2.1,0.000000000000000,0.000000000000000,
1348.00000,17031830700,Census Tract 8307,861977.00000,7945.00000,+41.9583016,-87.6606982,1400000US17031830700,17031830700,"Census Tract 8307, Cook County, Illinois",1706,128,415,105,1291,147,11.8,4.2,41.7,1400000US17031830700,17031830700,"Census Tract 8307, Cook County, Illinois",3044,321,1925,271,1119,233,2.4,1.8,2.8,2.5,1.7,2.7,3.1,2,2,1.5,5.1,3.9,2,2.2,2.3,2.9,1.6,2.7,4.9,2.2,28110.000000000000000,406.307515848757930,0.014454198358191
192.00000,17031032100,Census Tract 321,431027.00000,0.00000,+41.9581538,-87.6530179,1400000US17031032100,17031032100,"Census Tract 321, Cook County, Illinois",4339,174,555,164,3784,226,15.8,3,45,1400000US17031032100,17031032100,"Census Tract 321, Cook County, Illinois",7066,505,3719,479,3347,404,3.8,1.7,2.7,2.3,5,2.9,2.2,1.2,2.6,2.1,1.6,1.3,1.1,0.7,0.6,0.7,1.6,1.4,2.1,1.2,0.020080830985001,0.000000000009491,0.000000000472652
745.00000,17031670900,Census Tract 6709,326291.00000,0.00000,+41.7832124,-87.6570220,1400000US17031670900,17031670900,"Census Tract 6709, Cook County, Illinois",500,81,219,94,281,91,29.8,12.2,32.4,1400000US17031670900,17031670900,"Census Tract 6709, Cook County, Illinois",1534,337,838,245,696,172,4.1,3,3.5,5.3,4.9,5.2,6.9,4.2,3.3,4.5,11.2,6.5,9.1,5.2,6,8.6,12.9,7,13.7,5,16499.000000000000000,319.846189200850915,0.019385792423835
746.00000,17031671100,Census Tract 6711,245194.00000,0.00000,+41.7767771,-87.6617159,1400000US17031671100,17031671100,"Census Tract 6711, Cook County, Illinois",343,67,191,88,152,67,27.7,15.7,22,1400000US17031671100,17031671100,"Census Tract 6711, Cook County, Illinois",1328,371,667,197,661,213,7.5,5.1,9.3,8.8,5.6,6.9,12,7.2,17.1,14.3,6.8,8.3,11.4,5.1,8.4,6.6,14.4,11.6,14.7,7.6,12402.000000000000000,3.744190938251009,0.000301902188216
751.00000,17031671600,Census Tract 6716,407247.00000,0.00000,+41.7694998,-87.6615118,1400000US17031671600,17031671600,"Census Tract 6716, Cook County, Illinois",880,100,324,111,556,110,42.5,9.2,22.2,1400000US17031671600,17031671600,"Census Tract 6716, Cook County, Illinois",2716,597,1169,323,1547,357,10.8,3.8,12,6.1,9.9,4.4,10.1,5,15.2,7.1,6.1,5.6,8.5,4.3,8.4,4.6,8.5,5.1,9,4,20609.000000000000000,253.138029832305818,0.012282887565253
752.00000,17031671800,Census Tract 6718,324235.00000,0.00000,+41.7614010,-87.6564481,1400000US17031671800,17031671800,"Census Tract 6718, Cook County, Illinois",369,78,115,76,254,72,49.1,15.5,69.6,1400000US17031671800,17031671800,"Census Tract 6718, Cook County, Illinois",1137,250,522,133,615,162,0,2.8,0,6,0,5.1,11.9,5.8,10.7,6.8,12.8,8.5,12.8,5,16.5,8.1,9.6,7.8,12.1,6.3,10885.000000000000000,0.000000000000000,0.000000000000000
753.00000,17031671900,Census Tract 6719,322062.00000,0.00000,+41.7613256,-87.6612802,1400000US17031671900,17031671900,"Census Tract 6719, Cook County, Illinois",370,80,131,75,239,86,40.8,15.7,45,1400000US17031671900,17031671900,"Census Tract 6719, Cook County, Illinois",1288,465,590,199,698,295,4.1,2.8,2.9,3.6,5.2,4.3,5.8,2.9,5.3,4.3,6.3,4.3,9.7,4.2,11.4,6,8.3,5.9,6,6.4,6664.000000000000000,23.270073100114310,0.003491907728108
758.00000,17031681000,Census Tract 6810,652467.00000,0.00000,+41.7760398,-87.6495479,1400000US17031681000,17031681000,"Census Tract 6810, Cook County, Illinois",1184,131,322,110,862,130,55.6,7.7,50.3,1400000US17031681000,17031681000,"Census Tract 6810, Cook County, Illinois",3501,644,1627,334,1874,431,10.9,3.6,10.7,5.2,11,3.9,6.7,2.6,6.5,3.6,6.8,3.9,9.6,4.4,15,6.8,4.9,4,7.4,3.6,33024.000000000000000,0.000000000000000,0.000000000000000
759.00000,17031681100,Census Tract 6811,652438.00000,0.00000,+41.7687665,-87.6493595,1400000US17031681100,17031681100,"Census Tract 6811, Cook County, Illinois",1350,131,341,101,1009,128,28,5.4,15.5,1400000US17031681100,17031681100,"Census Tract 6811, Cook County, Illinois",4028,638,1822,332,2206,417,8.2,3,9.2,4.4,7.4,3.5,10.6,2.9,16.4,5.9,5.8,3.6,5.3,2.3,5,3,5.5,2.8,7.7,3,33022.000000000000000,0.000000000000000,0.000000000000000
762.00000,17031681400,Census Tract 6814,646368.00000,0.00000,+41.7615223,-87.6491706,1400000US17031681400,17031681400,"Census Tract 6814, Cook County, Illinois",1132,124,358,109,774,129,40.2,9.3,15.9,1400000US17031681400,17031681400,"Census Tract 6814, Cook County, Illinois",3252,549,1467,287,1785,354,8.8,3.3,9.1,4.4,8.6,4.8,10.5,4.2,14.3,6.5,7.4,3.4,5.7,2.7,8.8,5.4,3.2,2.3,8.7,4.7,32703.000000000000000,0.000000000000000,0.000000000000000
1381.00000,17031834900,Census Tract 8349,653144.00000,0.00000,+41.7722986,-87.6567361,1400000US17031834900,17031834900,"Census Tract 8349, Cook County, Illinois",863,96,382,82,481,114,48.4,9.2,34.8,1400000US17031834900,17031834900,"Census Tract 8349, Cook County, Illinois",2444,541,876,221,1568,394,9.6,4.1,14.7,8.9,6.7,5.1,8.5,4.6,14.6,9.5,5.1,3.1,12.3,5.4,17.9,9.9,9.2,4.2,11.7,5.6,33028.000000000000000,0.000000000000000,0.000000000000000
756.00000,17031680600,Census Tract 6806,326466.00000,0.00000,+41.7832811,-87.6521652,1400000US17031680600,17031680600,"Census Tract 6806, Cook County, Illinois",542,86,135,69,407,101,24.7,11.2,37,1400000US17031680600,17031680600,"Census Tract 6806, Cook County, Illinois",1516,323,812,178,704,240,7.1,3,5.3,5,9.1,6.4,5.3,3.1,7.6,5.5,2.6,3.9,7.5,4.9,6.2,5.9,9.1,8.2,11.3,6.4,16515.000000000000000,344.691649364367493,0.020871428965448
757.00000,17031680900,Census Tract 6809,1032906.00000,0.00000,+41.7764307,-87.6376305,1400000US17031680900,17031680900,"Census Tract 6809, Cook County, Illinois",1669,151,555,135,1114,152,45.1,6.1,27.4,1400000US17031680900,17031680900,"Census Tract 6809, Cook County, Illinois",3960,622,1804,387,2156,358,5,2.1,3.8,2.8,6,3.2,7.6,3.6,6.2,4.1,8.7,4.8,10.6,4.5,10.3,5.9,10.9,6.6,8.2,4,52244.000000000000000,0.000000000000000,0.000000000000000
1378.00000,17031834600,Census Tract 8346,1562222.00000,0.00000,+41.7872463,-87.6343057,1400000US17031834600,17031834600,"Census Tract 8346, Cook County, Illinois",1321,131,597,114,724,131,32.1,6.8,24.8,1400000US17031834600,17031834600,"Census Tract 8346, Cook County, Illinois",4012,554,1722,305,2290,400,8.4,3.4,8.4,4.5,8.4,4.2,6.9,3,3.8,2.9,9.2,4.8,7.9,2.6,7.1,3.9,8.5,3.6,11,3.3,73319.000000000000000,51.464136797978064,0.000701920877235
1379.00000,17031834700,Census Tract 8347,657991.00000,0.00000,+41.7906903,-87.6450334,1400000US17031834700,17031834700,"Census Tract 8347, Cook County, Illinois",727,117,241,96,486,128,30.3,15,25.3,1400000US17031834700,17031834700,"Census Tract 8347, Cook County, Illinois",2477,531,1078,310,1399,273,13.6,3.8,18.4,7.9,9.9,5.5,10.3,4.3,8.5,5.4,11.7,5.7,8,3.9,4.9,4.1,10.4,5.4,7.5,4.4,33256.000000000000000,1679.961375304032117,0.050516038468368
1380.00000,17031834800,Census Tract 8348,599838.00000,0.00000,+41.7836337,-87.6450883,1400000US17031834800,17031834800,"Census Tract 8348, Cook County, Illinois",799,102,253,81,546,101,51.1,10.4,42.7,1400000US17031834800,17031834800,"Census Tract 8348, Cook County, Illinois",2194,361,912,244,1282,227,9,3.1,10.7,8.2,7.8,6,5.6,2.9,9.4,6.6,2.9,2.3,5.1,2.5,1.4,2.2,7.6,4.1,9.8,5.8,30339.000000000000000,248.431675344653030,0.008188525506597
333.00000,17031160400,Census Tract 1604,657337.00000,0.00000,+41.9573657,-87.7228239,1400000US17031160400,17031160400,"Census Tract 1604, Cook County, Illinois",1930,108,258,121,1672,152,20.6,5.9,22.1,1400000US17031160400,17031160400,"Census Tract 1604, Cook County, Illinois",5375,597,2586,342,2789,421,7.6,3,6,3.6,9.1,5.1,6.9,2.7,6,3.4,7.7,3.5,7.3,3.5,4.3,3,10.1,5.5,2.3,1.7,33252.000000000000000,18709.947191953659058,0.562671333813114
334.00000,17031160501,Census Tract 1605.01,345248.00000,0.00000,+41.9592098,-87.7129732,1400000US17031160501,17031160501,"Census Tract 1605.01, Cook County, Illinois",1183,142,148,92,1035,149,15.1,6.5,10.1,1400000US17031160501,17031160501,"Census Tract 1605.01, Cook County, Illinois",3685,708,1883,463,1802,321,8,4.5,10.4,7.2,5.5,3.8,13.1,3.6,13.6,5.7,12.4,5,7.2,3,5.9,4.2,8.6,6.2,5,2.9,17468.000000000000000,574.020143489886777,0.032861240181468
335.00000,17031160502,Census Tract 1605.02,310887.00000,0.00000,+41.9555841,-87.7130876,1400000US17031160502,17031160502,"Census Tract 1605.02, Cook County, Illinois",1241,130,124,68,1117,151,23.4,7.5,59.7,1400000US17031160502,17031160502,"Census Tract 1605.02, Cook County, Illinois",4496,812,2201,498,2295,505,9.7,3.4,10.1,5,9.3,5.3,7.9,2.8,6.6,3.6,9.2,4.8,6.5,3.2,8.4,4.4,4.7,3.4,5,2.8,15719.000000000000000,1612.487074326723814,0.102582039209029
336.00000,17031160601,Census Tract 1606.01,397110.00000,0.00000,+41.9595316,-87.7021491,1400000US17031160601,17031160601,"Census Tract 1606.01, Cook County, Illinois",1289,109,140,105,1149,126,18.7,8.9,34.3,1400000US17031160601,17031160601,"Census Tract 1606.01, Cook County, Illinois",2906,358,1298,251,1608,244,14.5,5.2,17.5,7.6,12.1,7,10,3.2,11.8,6.5,8.6,5.1,0.4,0.7,0,2.5,0.8,1.2,1.5,1.7,20173.000000000000000,5929.082766026258469,0.293911801220753
337.00000,17031160602,Census Tract 1606.02,518376.00000,0.00000,+41.9560930,-87.7006348,1400000US17031160602,17031160602,"Census Tract 1606.02, Cook County, Illinois",1454,113,119,96,1335,137,14.9,5.2,10.1,1400000US17031160602,17031160602,"Census Tract 1606.02, Cook County, Illinois",3520,393,1823,309,1697,254,7.6,4.5,8,8.3,7.1,3.9,8,3.9,8.9,5.7,6.9,6.9,4.3,2.2,3.4,2.5,5.4,3.8,6.3,3.3,26212.000000000000000,11495.777181744575500,0.438569250028406
338.00000,17031160700,Census Tract 1607,794348.00000,0.00000,+41.9504190,-87.7019833,1400000US17031160700,17031160700,"Census Tract 1607, Cook County, Illinois",1985,157,157,101,1828,165,36.2,7.5,21.7,1400000US17031160700,17031160700,"Census Tract 1607, Cook County, Illinois",6068,693,3150,372,2918,499,6.4,3.1,6,3.2,6.9,5.3,3.8,1.5,2.4,2,5.2,3.3,7.3,2.6,6.1,3,8.6,3.5,7,3,40171.000000000000000,20562.993175968527794,0.511886514549514
339.00000,17031160800,Census Tract 1608,657623.00000,0.00000,+41.9502131,-87.7128146,1400000US17031160800,17031160800,"Census Tract 1608, Cook County, Illinois",1817,97,185,95,1632,142,27,5.5,40.5,1400000US17031160800,17031160800,"Census Tract 1608, Cook County, Illinois",5152,507,2440,352,2712,355,5.5,2.7,5.6,3.1,5.5,3.8,5.5,2.3,4.7,2.5,6.2,3.3,5.9,2.8,3.9,2.3,7.7,5,6.7,2.4,33291.000000000000000,4521.325916867703199,0.135812259075056
313.00000,17031140602,Census Tract 1406.02,384380.00000,0.00000,+41.9646520,-87.7210166,1400000US17031140602,17031140602,"Census Tract 1406.02, Cook County, Illinois",1658,144,333,125,1325,162,14.5,5.9,11.7,1400000US17031140602,17031140602,"Census Tract 1406.02, Cook County, Illinois",5497,846,2693,503,2804,497,12.8,4,17.8,7.6,8.1,3.9,11.7,3,7.8,4.9,15.4,5.8,3.8,1.7,3.8,2.6,3.7,1.9,7.4,2.8,13262.000000000000000,1335.384243050323676,0.100692523228044
314.00000,17031140701,Census Tract 1407.01,228328.00000,0.00000,+41.9670375,-87.7126524,1400000US17031140701,17031140701,"Census Tract 1407.01, Cook County, Illinois",866,100,88,56,778,121,14.4,9.4,43.2,1400000US17031140701,17031140701,"Census Tract 1407.01, Cook County, Illinois",2262,466,1261,277,1001,269,6.5,4.4,9,5.9,3.3,5.8,2.6,2.4,1.7,1.9,3.7,4.1,6,3.3,3.3,3.7,9.4,5.1,5.3,3.2,9499.000000000000000,3.555734497832840,0.000374327244745
315.00000,17031140702,Census Tract 1407.02,427095.00000,0.00000,+41.9635482,-87.7135753,1400000US17031140702,17031140702,"Census Tract 1407.02, Cook County, Illinois",1941,135,334,141,1607,170,17.3,8.1,12.6,1400000US17031140702,17031140702,"Census Tract 1407.02, Cook County, Illinois",5745,712,3068,444,2677,445,10.8,2.8,7.2,2.4,14.8,5,11.2,3.2,12.9,4.3,9.2,4.3,4,2.3,4.7,3.1,3.2,2.5,7.7,3.1,21145.000000000000000,58.731205109857768,0.002777545760693
316.00000,17031140800,Census Tract 1408,724392.00000,0.00000,+41.9644942,-87.7027751,1400000US17031140800,17031140800,"Census Tract 1408, Cook County, Illinois",2728,125,219,133,2509,182,17.7,3.2,36.1,1400000US17031140800,17031140800,"Census Tract 1408, Cook County, Illinois",7657,903,3968,593,3689,490,8.8,2.9,9.8,4.3,7.8,3.5,4.9,1.6,4,2.7,5.9,2.7,3.8,1.7,5.1,2.8,2.4,1.9,6.4,2.7,36514.000000000000000,7922.737759783165529,0.216978084016628
533.00000,17031340500,Census Tract 3405,435447.00000,0.00000,+41.8345181,-87.6329169,1400000US17031340500,17031340500,"Census Tract 3405, Cook County, Illinois",873,61,167,69,706,84,63.1,10.4,100,1400000US17031340500,17031340500,"Census Tract 3405, Cook County, Illinois",1634,227,768,189,866,149,1.7,2,2.3,2.6,1.2,1.7,1.8,2.3,1,1.6,2.5,4.1,1.9,2.2,3,4.6,0.9,1.5,2.8,2.7,10930.000000000000000,275.860660580912850,0.025238852752142
534.00000,17031340600,Census Tract 3406,474809.00000,0.00000,+41.8274278,-87.6325215,1400000US17031340600,17031340600,"Census Tract 3406, Cook County, Illinois",403,70,195,72,208,76,60,12.9,44.6,1400000US17031340600,17031340600,"Census Tract 3406, Cook County, Illinois",1023,273,380,103,643,210,7.2,4.2,9.7,8.9,5.8,4.8,6.2,4.1,5,5.2,6.8,5.3,7.7,6,4.7,7.6,9.5,6.4,10.5,5.8,23998.000000000000000,4529.109385374933481,0.188728618442159
539.00000,17031351400,Census Tract 3514,323957.00000,0.00000,+41.8274019,-87.6240909,1400000US17031351400,17031351400,"Census Tract 3514, Cook County, Illinois",806,59,403,118,403,118,21.7,5,22.8,1400000US17031351400,17031351400,"Census Tract 3514, Cook County, Illinois",1424,208,536,160,888,178,7.4,5.6,9.7,9.2,6,6.6,6.3,7.3,8.4,10.7,5,5.9,8.4,4.3,2.4,4.2,11.9,5.9,3.6,3.6,16408.000000000000000,3369.361616935580969,0.205348708979497
540.00000,17031351500,Census Tract 3515,166220.00000,0.00000,+41.8272402,-87.6277309,1400000US17031351500,17031351500,"Census Tract 3515, Cook County, Illinois",36,32,17,27,19,16,0,49.4,0,1400000US17031351500,17031351500,"Census Tract 3515, Cook County, Illinois",73,64,25,31,48,36,0,34.1,0,59.3,0,42.8,0,34.1,0,59.3,0,42.8,0,34.1,0,59.3,0,42.8,0,34.1,8414.000000000000000,1989.939890027046204,0.236503433566324
1414.00000,17031839200,Census Tract 8392,650846.00000,0.00000,+41.8420108,-87.6220362,1400000US17031839200,17031839200,"Census Tract 8392, Cook County, Illinois",1403,136,189,65,1214,143,32.1,7.2,58.7,1400000US17031839200,17031839200,"Census Tract 8392, Cook County, Illinois",2438,324,1044,188,1394,229,3.7,2.2,1.9,1.5,4.9,3.4,6,3.3,7.9,5.2,4.7,5.7,6.9,4.3,6.6,5.3,7.1,4.1,5.3,2.5,0.000000000000000,0.000000000000000,
1415.00000,17031839500,Census Tract 8395,262139.00000,0.00000,+41.8340975,-87.6192919,1400000US17031839500,17031839500,"Census Tract 8395, Cook County, Illinois",865,100,298,92,567,104,65.1,8.3,65.8,1400000US17031839500,17031839500,"Census Tract 8395, Cook County, Illinois",1658,334,820,225,838,167,2.8,3.4,4.6,5.9,1.1,1.9,5.8,3.9,9.6,7,2,3.2,1.5,1.4,2.1,2.3,1,1.5,2.8,1.9,5413.000000000000000,65.935003720269833,0.012180861577733
1416.00000,17031839600,Census Tract 8396,327053.00000,0.00000,+41.8274428,-87.6192486,1400000US17031839600,17031839600,"Census Tract 8396, Cook County, Illinois",833,87,103,56,730,102,48.1,8.1,57.3,1400000US17031839600,17031839600,"Census Tract 8396, Cook County, Illinois",1903,353,914,215,989,195,2.7,1.2,5.7,2.6,0,3.2,3.5,3.7,0,3.5,6.8,7,4.4,3.7,3.5,4.3,5.3,5.1,5.5,6.8,16533.000000000000000,1992.114474175497890,0.120493224107875
1437.00000,17031842000,Census Tract 8420,590013.00000,0.00000,+41.8349600,-87.6251702,1400000US17031842000,17031842000,"Census Tract 8420, Cook County, Illinois",417,88,31,38,386,80,37.4,12.1,29,1400000US17031842000,17031842000,"Census Tract 8420, Cook County, Illinois",3438,693,2220,554,1218,334,1,0.4,1.2,0.6,0.7,1.4,1.9,1.2,3,2,0,2.6,1.5,1.4,1.4,1.8,1.7,2.6,23.6,7.2,14242.000000000000000,440.914046490523333,0.030958716928137
318.00000,17031150300,Census Tract 1503,1326522.00000,0.00000,+41.9605179,-87.7622859,1400000US17031150300,17031150300,"Census Tract 1503, Cook County, Illinois",2761,154,145,80,2616,153,25.3,5.3,8.3,1400000US17031150300,17031150300,"Census Tract 1503, Cook County, Illinois",6002,528,2906,380,3096,292,6.3,2.4,8,3.9,4.8,2.7,5.1,1.8,3.6,2.5,6.5,2.8,5.8,2.3,5.5,3,6.2,3.5,4.7,1.4,67093.000000000000000,45262.216841846704483,0.674619063715242
319.00000,17031150401,Census Tract 1504.01,738023.00000,0.00000,+41.9645676,-87.7722648,1400000US17031150401,17031150401,"Census Tract 1504.01, Cook County, Illinois",1808,140,157,100,1651,191,42,6.9,10.2,1400000US17031150401,17031150401,"Census Tract 1504.01, Cook County, Illinois",4531,510,2039,291,2492,405,5.2,2.2,7.3,4.1,3.5,2.3,4.2,2.2,5.3,3.4,3.3,3.4,3.7,2.1,5.1,2.1,2.5,3.1,8.7,3.7,37347.000000000000000,13546.071215383708477,0.362708416081177
320.00000,17031150402,Census Tract 1504.02,662508.00000,0.00000,+41.9567979,-87.7720436,1400000US17031150402,17031150402,"Census Tract 1504.02, Cook County, Illinois",1320,99,172,89,1148,107,31.9,7.6,28.5,1400000US17031150402,17031150402,"Census Tract 1504.02, Cook County, Illinois",3715,426,1865,251,1850,248,3.7,1.9,2.9,2.8,4.5,3.2,6.3,3.5,7.5,5.9,5,3.3,7.9,3.2,8.4,4.5,7.4,4.2,9.5,2.9,33501.000000000000000,11187.480900302529335,0.333944685242307
321.00000,17031150501,Census Tract 1505.01,698792.00000,0.00000,+41.9644762,-87.7819639,1400000US17031150501,17031150501,"Census Tract 1505.01, Cook County, Illinois",1334,109,40,43,1294,115,34,7.3,0,1400000US17031150501,17031150501,"Census Tract 1505.01, Cook County, Illinois",4257,415,1694,296,2563,296,4.1,1.5,3.1,2.8,4.8,2.5,3.6,1.7,5,3.6,2.6,1.8,7.9,4.1,8.4,5.5,7.5,4.5,10,3.8,35335.000000000000000,5871.283411312848330,0.166160560671087
322.00000,17031150502,Census Tract 1505.02,684583.00000,0.00000,+41.9567784,-87.7818414,1400000US17031150502,17031150502,"Census Tract 1505.02, Cook County, Illinois",1574,92,118,93,1456,121,33.4,8.3,13.6,1400000US17031150502,17031150502,"Census Tract 1505.02, Cook County, Illinois",4997,660,2319,381,2678,492,6.8,3.3,5.4,4.2,8.1,5.6,11.5,3.1,11.4,4.3,11.6,5.1,9,4.3,12.6,6.5,5.9,4.1,6,3.2,34609.000000000000000,13224.882564976811409,0.382122643386888
323.00000,17031150600,Census Tract 1506,656191.00000,0.00000,+41.9494731,-87.7717578,1400000US17031150600,17031150600,"Census Tract 1506, Cook County, Illinois",1294,100,72,52,1222,106,33.8,7.1,55.6,1400000US17031150600,17031150600,"Census Tract 1506, Cook County, Illinois",3535,471,1977,289,1558,237,6.3,3,8.6,4.8,3.4,3.2,4.3,2.1,4.5,2.8,4,3.6,6.1,2.6,8.9,4.4,2.6,2.3,7.4,2.2,33200.000000000000000,6710.038826689124107,0.202109603213528
324.00000,17031150700,Census Tract 1507,662396.00000,0.00000,+41.9495915,-87.7619580,1400000US17031150700,17031150700,"Census Tract 1507, Cook County, Illinois",1417,104,27,33,1390,109,30.8,5.8,0,1400000US17031150700,17031150700,"Census Tract 1507, Cook County, Illinois",4320,472,2243,332,2077,251,5.9,2.8,8.2,3.9,3.5,2.4,5.8,1.7,8.9,3.4,2.6,2.1,10.8,2.4,11.2,4,10.4,5,5.5,2.4,33489.000000000000000,14816.221686780452728,0.442420546650555
346.00000,17031170200,Census Tract 1702,653046.00000,0.00000,+41.9493528,-87.7815188,1400000US17031170200,17031170200,"Census Tract 1702, Cook County, Illinois",1170,73,65,47,1105,81,50.2,9.7,40,1400000US17031170200,17031170200,"Census Tract 1702, Cook County, Illinois",3543,263,1726,219,1817,236,3.5,2.2,5.2,3.3,1.9,1.8,1.7,1.3,1.7,1.9,1.8,1.7,4.1,2.1,4.2,3.6,4,2.7,4.9,2.6,33047.000000000000000,10178.736228428781033,0.308007874494774
573.00000,17031420100,Census Tract 4201,761045.00000,623125.00000,+41.7825689,-87.5795042,1400000US17031420100,17031420100,"Census Tract 4201, Cook County, Illinois",685,64,145,79,540,97,28.6,10.2,35.2,1400000US17031420100,17031420100,"Census Tract 4201, Cook County, Illinois",1261,288,535,176,726,162,8.6,5.6,12.1,9.8,5.9,7.2,7.6,4.5,8.6,12.2,6.9,7.2,6.1,6,9.3,12.6,3.7,4.5,9.8,8.1,54715.000000000000000,6171.359221198616069,0.112790993716506
574.00000,17031420200,Census Tract 4202,277261.00000,0.00000,+41.7834680,-87.5935208,1400000US17031420200,17031420200,"Census Tract 4202, Cook County, Illinois",677,72,159,60,518,78,16,7.9,25.2,1400000US17031420200,17031420200,"Census Tract 4202, Cook County, Illinois",1860,574,944,395,916,224,3.9,2.6,4,4.1,3.7,4.2,5.6,3.7,5.5,5.6,5.8,4.9,7.3,4.1,7.1,7,7.4,5.6,19.4,18.3,14004.000000000000000,2073.645850498229265,0.148075253534578
575.00000,17031420300,Census Tract 4203,245119.00000,0.00000,+41.7832241,-87.5986970,1400000US17031420300,17031420300,"Census Tract 4203, Cook County, Illinois",600,78,120,49,480,86,20.7,10.2,6.7,1400000US17031420300,17031420300,"Census Tract 4203, Cook County, Illinois",1739,359,892,193,847,190,4,2.3,3.1,2.8,4.8,4.1,7.5,2.5,10.9,5.3,3.9,3.7,10.4,4.2,10.4,4.8,10.4,5.8,15.8,8.8,12416.000000000000000,1432.791026825085282,0.115398761825474
580.00000,17031420800,Census Tract 4208,347603.00000,0.00000,+41.7769097,-87.6032569,1400000US17031420800,17031420800,"Census Tract 4208, Cook County, Illinois",773,111,354,99,419,116,25.6,9.1,24,1400000US17031420800,17031420800,"Census Tract 4208, Cook County, Illinois",2274,418,1031,244,1243,244,9.9,4.6,16.1,7.4,4.7,3.3,7.9,3.7,8.2,5.8,7.6,4.5,3.8,3,3,3.9,4.4,3.6,12.6,5.7,17573.000000000000000,5050.600008353590965,0.287406817751869
585.00000,17031430300,Census Tract 4303,406133.00000,0.00000,+41.7697163,-87.5893601,1400000US17031430300,17031430300,"Census Tract 4303, Cook County, Illinois",873,105,260,99,613,118,30.1,11.6,20,1400000US17031430300,17031430300,"Census Tract 4303, Cook County, Illinois",2250,424,807,186,1443,323,6.8,3.1,7.6,6.1,6.4,4.7,11,4.2,11.6,7.6,10.6,5.7,7.5,3.9,7.2,6.7,7.6,4.6,10.2,4.9,20516.000000000000000,3394.617091534659266,0.165461936612140
1376.00000,17031834400,Census Tract 8344,586494.00000,0.00000,+41.7769504,-87.5963030,1400000US17031834400,17031834400,"Census Tract 8344, Cook County, Illinois",1381,136,334,114,1047,159,30.5,6.3,26.6,1400000US17031834400,17031834400,"Census Tract 8344, Cook County, Illinois",3008,464,1318,260,1690,318,6.3,3.4,8.2,5.7,4.9,3.3,4.7,2.4,5.9,3.9,3.8,3.3,8.2,2.8,7.4,3.8,8.8,4.4,7.9,3.5,29681.000000000000000,10262.043803185224533,0.345744543754766
1435.00000,17031841800,Census Tract 8418,1643101.00000,0.00000,+41.7663064,-87.5994212,1400000US17031841800,17031841800,"Census Tract 8418, Cook County, Illinois",1032,120,456,137,576,127,42.2,10.5,41.2,1400000US17031841800,17031841800,"Census Tract 8418, Cook County, Illinois",3186,600,1447,351,1739,370,5.1,3.5,4.2,4.4,5.8,4,10.5,6,14.4,9.3,7.1,4.8,9,4.1,11.7,7.1,6.7,3.8,7.2,3.6,83127.000000000000000,20281.750130396336317,0.243985108693882
1455.00000,17031843900,Census Tract 8439,1478137.00000,729136.00000,+41.7789932,-87.5761303,1400000US17031843900,17031843900,"Census Tract 8439, Cook County, Illinois",1765,175,196,85,1569,178,33.6,6.6,48.5,1400000US17031843900,17031843900,"Census Tract 8439, Cook County, Illinois",3360,605,1415,350,1945,374,6.7,4.6,7.3,4.7,6.2,6.2,7,3.1,5.5,4.9,8.1,4.9,3.8,2.9,6.4,7.1,1.9,1.5,4.6,3,107042.000000000000000,12938.567069894801534,0.120873741801300
194.00000,17031040201,Census Tract 402.01,721413.00000,0.00000,+41.9725804,-87.6940005,1400000US17031040201,17031040201,"Census Tract 402.01, Cook County, Illinois",2514,208,157,94,2357,218,22.7,5.3,23.6,1400000US17031040201,17031040201,"Census Tract 402.01, Cook County, Illinois",5809,749,2710,422,3099,407,5.9,2.5,7.1,3.2,4.9,2.8,3.1,1.8,5,3.3,1.5,1.9,3.7,1.7,2.1,2.2,5.2,3.1,8.5,3.4,36508.000000000000000,6656.985253376786204,0.182343191995639
197.00000,17031040401,Census Tract 404.01,385796.00000,0.00000,+41.9720667,-87.6860816,1400000US17031040401,17031040401,"Census Tract 404.01, Cook County, Illinois",1303,111,98,89,1205,125,24.8,8.7,51,1400000US17031040401,17031040401,"Census Tract 404.01, Cook County, Illinois",2760,375,1415,277,1345,241,7.7,3.6,7.2,4.1,8.2,5.7,3.5,2.7,3.5,3.7,3.4,4,0.5,0.8,0.7,1.2,0.4,0.9,4.1,2.9,19500.000000000000000,3178.023853691724071,0.162975582240601
