OBJECTID,GEOID,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,Id,Id2,Geography,"Total; Est",Households,"Total; E_1",Househol_1,"Total; E_2",Househol_2,"Total; E_3",Househol_3,Househol_4,Id_2,Id2_2,Geography_,"Total; E_4","Total; E_5","Total; E_6","Total; E_7","Total; E_8","Total; E_9","Total; E10","Total; E11","Total; E12","Total; E13","Total; E14","Total; E15","Total; E16","Total; E17","Total; E18","Total; E19","Total; E20","Total; E21","Total; E22","Total; E23","Total; E24","Total; E25","Total; E26","Total; E27","Total; E28","Total; E29",_count,_sum,_mean
600.00000,17031440300,Census Tract 4403,1295022.00000,0.00000,+41.7437208,-87.6195427,1400000US17031440300,17031440300,"Census Tract 4403, Cook County, Illinois",2290,121,415,169,1875,205,35.9,6,37.1,1400000US17031440300,17031440300,"Census Tract 4403, Cook County, Illinois",5072,509,2180,305,2892,390,7.7,3.1,7.9,6.4,7.5,4.2,4.7,2.3,2.3,2.7,6.5,3.9,6.3,3,11.4,6.1,2.5,1.8,8.5,3.3,50061.000000000000000,1369.370291367946038,0.027354033905994
601.00000,17031440600,Census Tract 4406,666619.00000,0.00000,+41.7326718,-87.6191373,1400000US17031440600,17031440600,"Census Tract 4406, Cook County, Illinois",913,75,83,42,830,88,39.4,8.4,28.9,1400000US17031440600,17031440600,"Census Tract 4406, Cook County, Illinois",2567,422,1170,247,1397,244,6,4.4,3.5,4.5,8.2,8,8.3,3.2,12.5,7,4.7,3.5,6.3,3.5,12.6,6.7,0.9,1.5,8.1,3.9,33731.000000000000000,0.000000000000000,0.000000000000000
769.00000,17031691200,Census Tract 6912,1003068.00000,10662.00000,+41.7526208,-87.6304113,1400000US17031691200,17031691200,"Census Tract 6912, Cook County, Illinois",1015,119,289,106,726,142,35.4,8.8,32.2,1400000US17031691200,17031691200,"Census Tract 6912, Cook County, Illinois",2237,330,968,199,1269,229,4,3.9,3.9,4.5,4,4.1,4.8,3.5,6.3,5.6,3.7,4.3,9.4,5.3,11.3,8.3,8,5.6,7.6,3.7,51292.000000000000000,0.000000000000000,0.000000000000000
789.00000,17031710900,Census Tract 7109,990948.00000,0.00000,+41.7421461,-87.6396893,1400000US17031710900,17031710900,"Census Tract 7109, Cook County, Illinois",674,105,174,87,500,107,18.8,9.8,19.5,1400000US17031710900,17031710900,"Census Tract 7109, Cook County, Illinois",2616,503,1275,278,1341,312,12.1,6.5,12.3,10,11.9,5.7,9.7,5.3,10.7,8.6,8.7,5.2,13,4.7,17.5,6.5,8.7,4.3,12.2,3.6,49944.000000000000000,2250.930781284968361,0.045069093009870
795.00000,17031711500,Census Tract 7115,649295.00000,0.00000,+41.7324402,-87.6386888,1400000US17031711500,17031711500,"Census Tract 7115, Cook County, Illinois",873,102,133,78,740,123,52.5,12.2,41.4,1400000US17031711500,17031711500,"Census Tract 7115, Cook County, Illinois",3079,498,1085,196,1994,415,7.3,5,8.3,10.5,6.7,4.3,8,2.9,6.6,4.8,8.7,3.7,6.3,3.5,1.8,2.6,8.8,4.9,13.3,3.9,32909.000000000000000,5921.986137020401657,0.179950352092753
1373.00000,17031834000,Census Tract 8340,984827.00000,0.00000,+41.7275601,-87.6295042,1400000US17031834000,17031834000,"Census Tract 8340, Cook County, Illinois",1357,107,246,82,1111,120,34.8,6.2,25.6,1400000US17031834000,17031834000,"Census Tract 8340, Cook County, Illinois",3572,405,1732,280,1840,237,5.9,3.6,6.6,4.4,5.3,3.8,6,2.4,7.7,3.3,4.3,3.4,9.6,3.8,10.5,5.6,8.7,4.4,10.5,3.4,46023.000000000000000,233.589696044956497,0.005075499120982
1441.00000,17031842400,Census Tract 8424,1968586.00000,0.00000,+41.7424754,-87.6300401,1400000US17031842400,17031842400,"Census Tract 8424, Cook County, Illinois",1490,73,218,85,1272,112,38.5,7.2,39.4,1400000US17031842400,17031842400,"Census Tract 8424, Cook County, Illinois",3766,407,1846,268,1920,257,6.9,2.7,8.1,5.1,5.8,3.1,6.1,3.9,8.7,7.6,3.6,2.7,6,2.7,5.8,3.7,6.2,4.4,8.4,3.3,66444.000000000000000,0.787823925655245,0.000011856961135
672.00000,17031580100,Census Tract 5801,763337.00000,0.00000,+41.8280549,-87.6907463,1400000US17031580100,17031580100,"Census Tract 5801, Cook County, Illinois",818,87,91,64,727,95,32,10.2,46.2,1400000US17031580100,17031580100,"Census Tract 5801, Cook County, Illinois",2962,465,1372,284,1590,282,9.2,3.9,9.9,4.5,8.6,5.5,9.5,2.8,7.2,3.6,11.5,4.9,5.7,2.9,6.4,5.1,5,3.5,8.5,3.3,37654.000000000000000,1738.360344745674411,0.046166684674820
679.00000,17031580700,Census Tract 5807,550116.00000,0.00000,+41.8174935,-87.6868459,1400000US17031580700,17031580700,"Census Tract 5807, Cook County, Illinois",1477,125,335,122,1142,156,22.5,6.8,16.4,1400000US17031580700,17031580700,"Census Tract 5807, Cook County, Illinois",5598,716,2799,378,2799,420,10.9,3.3,9.5,4.4,12.3,4.5,7,2.4,8,3.7,6,3,9.9,2.9,9.5,3.5,10.3,3.6,11.7,3.4,27850.000000000000000,205.512545683067657,0.007379265554150
681.00000,17031590500,Census Tract 5905,572319.00000,24222.00000,+41.8248983,-87.6804757,1400000US17031590500,17031590500,"Census Tract 5905, Cook County, Illinois",634,66,15,20,619,70,25.9,10.1,33.3,1400000US17031590500,17031590500,"Census Tract 5905, Cook County, Illinois",1895,279,1106,194,789,174,12,6.1,10.7,8.3,13.9,9.2,5.4,2.9,6.9,5.3,3.3,3.6,6.4,4.2,7,5.6,5.7,5.1,4.4,3.2,30176.000000000000000,9246.986183281987906,0.306435120071646
682.00000,17031590600,Census Tract 5906,347983.00000,0.00000,+41.8268332,-87.6729244,1400000US17031590600,17031590600,"Census Tract 5906, Cook County, Illinois",1193,98,112,66,1081,102,29.9,7,41.1,1400000US17031590600,17031590600,"Census Tract 5906, Cook County, Illinois",3729,522,1947,308,1782,311,6.7,3.5,7.1,4,6.3,5.7,8.3,3.2,8.3,5.2,8.2,3.6,8.4,2.9,8.5,5,8.4,5.1,8.2,2.8,17590.000000000000000,9095.193949371576309,0.517066171084228
688.00000,17031610300,Census Tract 6103,2383590.00000,0.00000,+41.8161777,-87.6751021,1400000US17031610300,17031610300,"Census Tract 6103, Cook County, Illinois",1393,121,346,131,1047,147,18.8,6.6,16.8,1400000US17031610300,17031610300,"Census Tract 6103, Cook County, Illinois",5216,536,2842,317,2374,337,14.4,3.2,11.4,3.8,17.9,3.9,8.1,2.3,7.4,3.6,9.1,4.7,7.5,2.4,8.1,3.4,6.9,3.1,8.6,3.1,120543.000000000000000,11742.105065053929138,0.097410094862862
1423.00000,17031840300,Census Tract 8403,830904.00000,0.00000,+41.8320984,-87.6818808,1400000US17031840300,17031840300,"Census Tract 8403, Cook County, Illinois",1129,114,203,106,926,148,24.9,9.6,18.2,1400000US17031840300,17031840300,"Census Tract 8403, Cook County, Illinois",4085,557,1894,292,2191,471,12.2,4.8,7.6,4.3,16.2,7.9,8.9,3.3,6.6,4.3,11,5.2,4.4,2.2,5.8,3.6,3.3,2.8,7,3.4,42041.000000000000000,20473.450253725051880,0.486987708516093
1424.00000,17031840400,Census Tract 8404,977537.00000,22800.00000,+41.8339264,-87.6671616,1400000US17031840400,17031840400,"Census Tract 8404, Cook County, Illinois",1112,71,106,59,1006,87,41.6,7.1,16,1400000US17031840400,17031840400,"Census Tract 8404, Cook County, Illinois",3251,378,1660,271,1591,255,2.3,1.7,3.6,2.7,1.1,1.3,2.3,2.3,3,4.3,1.7,1.5,5.2,2.6,5.1,4.1,5.3,3.3,10.9,3.4,50613.000000000000000,23073.199101641774178,0.455874955083512
1430.00000,17031841300,Census Tract 8413,1345364.00000,68766.00000,+41.8439774,-87.6842025,1400000US17031841300,17031841300,"Census Tract 8413, Cook County, Illinois",1567,134,361,114,1206,151,25.6,6.5,24.9,1400000US17031841300,17031841300,"Census Tract 8413, Cook County, Illinois",5097,681,2446,421,2651,427,8.4,2.6,6.5,3.4,10.1,4,9.2,3,7.3,3.3,11,4,10.5,2.9,8.7,3.5,12.1,3.7,6,2.4,71516.000000000000000,19311.842651589809975,0.270035273946946
1448.00000,17031843200,Census Tract 8432,2859237.00000,294851.00000,+41.8487153,-87.6642169,1400000US17031843200,17031843200,"Census Tract 8432, Cook County, Illinois",945,76,129,69,816,102,21.6,7.1,14,1400000US17031843200,17031843200,"Census Tract 8432, Cook County, Illinois",2780,372,1545,225,1235,265,8.6,3.3,7.2,4.1,10.4,5.8,7.2,2.5,7.3,3.3,7.1,4.2,6.7,3.6,4.6,3.7,9.3,5.1,6,2.8,159551.000000000000000,19806.484927881276235,0.124138895574965
1451.00000,17031843500,Census Tract 8435,1890170.00000,143193.00000,+41.8409834,-87.6975661,1400000US17031843500,17031843500,"Census Tract 8435, Cook County, Illinois",302,58,85,54,217,67,30.8,19.4,17.6,1400000US17031843500,17031843500,"Census Tract 8435, Cook County, Illinois",12219,568,10953,500,1266,298,0.6,0.5,0.2,0.3,4.3,3.8,0.5,0.4,0.2,0.3,3,3,0.1,0.2,0.1,0.2,0,2.5,11.9,1.6,85601.000000000000000,4173.891037424077695,0.048759839691406
518.00000,17031310200,Census Tract 3102,320575.00000,0.00000,+41.8563100,-87.6442091,1400000US17031310200,17031310200,"Census Tract 3102, Cook County, Illinois",600,84,41,53,559,90,12.7,5.9,0,1400000US17031310200,17031310200,"Census Tract 3102, Cook County, Illinois",1439,320,752,145,687,237,7.4,4.3,8.6,7.6,6,5.5,4.1,4.8,2.3,3.7,6.1,7.1,3.1,2.6,4,4.5,2.2,3,10.1,6,16229.000000000000000,260.940141006864849,0.016078633372781
530.00000,17031330200,Census Tract 3302,791461.00000,0.00000,+41.8613456,-87.6305315,1400000US17031330200,17031330200,"Census Tract 3302, Cook County, Illinois",1809,132,124,61,1685,135,26,4.9,72.6,1400000US17031330200,17031330200,"Census Tract 3302, Cook County, Illinois",3824,321,1909,225,1915,180,11.1,3.4,12.2,4,10.1,3.8,8.4,2.7,10.8,4.2,6.1,3.3,3.2,1.6,2.1,2.4,4.3,2.7,2.7,2.2,36056.000000000000000,13919.131776655351132,0.386042039512296
531.00000,17031340300,Census Tract 3403,213538.00000,0.00000,+41.8428058,-87.6357881,1400000US17031340300,17031340300,"Census Tract 3403, Cook County, Illinois",696,77,144,71,552,90,39.2,10.4,83.3,1400000US17031340300,17031340300,"Census Tract 3403, Cook County, Illinois",2058,361,1046,206,1012,210,4.8,2.6,5.5,4.6,4,3.8,3.6,3.4,5.1,3.6,2.2,3.3,8.2,3.4,6.5,4.7,10,5.9,6.9,3.8,0.000000000000000,0.000000000000000,
532.00000,17031340400,Census Tract 3404,290316.00000,0.00000,+41.8418857,-87.6320356,1400000US17031340400,17031340400,"Census Tract 3404, Cook County, Illinois",618,75,34,41,584,87,24.1,9.2,29.4,1400000US17031340400,17031340400,"Census Tract 3404, Cook County, Illinois",1910,341,1012,202,898,172,8.3,4.3,9.8,6.7,6.7,6.6,8.7,4.6,10.6,6.1,6.7,5.2,3.1,2.3,5.1,4.4,0.8,1.3,4.6,3.3,0.000000000000000,0.000000000000000,
536.00000,17031350400,Census Tract 3504,201453.00000,0.00000,+41.8419291,-87.6283695,1400000US17031350400,17031350400,"Census Tract 3504, Cook County, Illinois",212,87,142,70,70,52,13.2,12.3,0,1400000US17031350400,17031350400,"Census Tract 3504, Cook County, Illinois",527,234,174,96,353,172,0,6,0,17,0,8.8,0,6,0,17,0,8.8,26.6,10.7,16.1,20.2,31.7,14.4,19.4,9.2,0.000000000000000,0.000000000000000,
1421.00000,17031840100,Census Tract 8401,332956.00000,0.00000,+41.8418308,-87.6392030,1400000US17031840100,17031840100,"Census Tract 8401, Cook County, Illinois",994,68,106,58,888,84,29.8,6.9,58.5,1400000US17031840100,17031840100,"Census Tract 8401, Cook County, Illinois",2716,283,1435,197,1281,190,4.4,2.4,4.9,4,3.8,3.3,4,1.8,4.7,2.4,3.2,3,6.7,3.2,7.2,4,6.2,4,7.5,3.9,5984.000000000000000,0.000000000000000,0.000000000000000
1422.00000,17031840200,Census Tract 8402,831049.00000,0.00000,+41.8445745,-87.6491918,1400000US17031840200,17031840200,"Census Tract 8402, Cook County, Illinois",769,92,0,119,769,92,36.3,11.3,,1400000US17031840200,17031840200,"Census Tract 8402, Cook County, Illinois",2084,306,982,159,1102,235,5.7,3.5,1.2,1.9,9.7,5.7,3.5,2.9,7.3,6.1,0,2.9,4.9,4,4.7,4.6,5.1,4.5,7.4,4,42042.000000000000000,0.000000000000000,0.000000000000000
1427.00000,17031841000,Census Tract 8410,1056049.00000,296569.00000,+41.8475444,-87.6101983,1400000US17031841000,17031841000,"Census Tract 8410, Cook County, Illinois",394,104,165,86,229,90,25.4,18.7,8.5,1400000US17031841000,17031841000,"Census Tract 8410, Cook County, Illinois",937,268,425,210,512,138,6.6,5,12.7,9.8,1.6,2.4,12.4,7,22.6,12.5,3.9,4.8,12.7,10.4,18.6,12.7,7.8,11.4,1.9,3,0.000000000000000,0.000000000000000,
1428.00000,17031841100,Census Tract 8411,1146240.00000,0.00000,+41.8509934,-87.6351083,1400000US17031841100,17031841100,"Census Tract 8411, Cook County, Illinois",2520,163,578,161,1942,203,48.7,6.3,68,1400000US17031841100,17031841100,"Census Tract 8411, Cook County, Illinois",6970,731,3189,363,3781,487,5.9,3,4.6,3.2,6.9,3.4,5,2.8,4.3,3.1,5.6,3.4,5.1,2.2,4.2,3,5.8,2.9,4.2,1.8,21279.000000000000000,41.979942302593201,0.001972834357939
1436.00000,17031841900,Census Tract 8419,2564522.00000,0.00000,+41.8678935,-87.6429680,1400000US17031841900,17031841900,"Census Tract 8419, Cook County, Illinois",1525,95,90,76,1435,110,7.5,4.4,0,1400000US17031841900,17031841900,"Census Tract 8419, Cook County, Illinois",5077,1301,3087,1241,1990,200,6.6,2,5.9,3.1,7.6,3.6,1.1,1.3,1.8,2.4,0,1.6,1.8,1.3,2.6,2,0.6,1,11.8,4.1,129751.000000000000000,34129.630465246649692,0.263039440661318
501.00000,17031291600,Census Tract 2916,220340.00000,0.00000,+41.8576415,-87.6922159,1400000US17031291600,17031291600,"Census Tract 2916, Cook County, Illinois",356,53,80,59,276,74,26.1,15.8,0,1400000US17031291600,17031291600,"Census Tract 2916, Cook County, Illinois",1242,342,693,226,549,218,9.7,7.7,8.7,7.7,11.1,10.3,14.2,9.3,6.6,8.3,23.7,12.6,8,4.4,11.8,8.3,3.1,5,8,4.3,11157.000000000000000,350.108814803932830,0.031380193134708
511.00000,17031301200,Census Tract 3012,482205.00000,0.00000,+41.8484171,-87.6914771,1400000US17031301200,17031301200,"Census Tract 3012, Cook County, Illinois",1134,111,286,95,848,122,27.2,10.2,17.5,1400000US17031301200,17031301200,"Census Tract 3012, Cook County, Illinois",4323,566,2359,354,1964,349,12.1,4.2,13.6,6.2,10.1,5.2,5.9,2.3,5.7,3.3,6,3.6,6.5,3,6.4,3.6,6.8,3.3,8.7,3,24387.000000000000000,52.068556825568052,0.002135094797456
525.00000,17031310900,Census Tract 3109,484908.00000,0.00000,+41.8557716,-87.6746741,1400000US17031310900,17031310900,"Census Tract 3109, Cook County, Illinois",1651,134,401,123,1250,151,16.7,4.9,8,1400000US17031310900,17031310900,"Census Tract 3109, Cook County, Illinois",5363,673,2917,398,2446,386,11.4,3.7,9.7,4.2,13.6,4.9,9.3,2.2,6.6,2.4,12.6,4.3,7.5,3.1,6.8,3.3,8.5,4.4,7.9,2.5,19428.000000000000000,185.508686843449766,0.009548522073474
1425.00000,17031840700,Census Tract 8407,541526.00000,0.00000,+41.8529302,-87.6942666,1400000US17031840700,17031840700,"Census Tract 8407, Cook County, Illinois",848,127,314,111,534,125,25.1,9.8,11.5,1400000US17031840700,17031840700,"Census Tract 8407, Cook County, Illinois",2914,745,1284,400,1630,452,10.1,3.9,6.7,5.5,12.8,5.1,5.4,2.4,3.3,4.3,7,3.7,7.9,4.8,6.3,5.4,9.2,8.3,8.4,3.3,27375.000000000000000,0.002244612677823,0.000000081994984
1429.00000,17031841200,Census Tract 8412,625407.00000,0.00000,+41.8555618,-87.6833420,1400000US17031841200,17031841200,"Census Tract 8412, Cook County, Illinois",1489,130,323,109,1166,140,24.8,7.3,26.9,1400000US17031841200,17031841200,"Census Tract 8412, Cook County, Illinois",4946,541,2668,348,2278,311,9.2,2.9,9.1,4.2,9.4,4.4,9.8,2.9,6.8,3.1,13.3,5,7.1,2.3,8.2,3.7,5.7,3,6.3,2.5,31646.000000000000000,19.410557875292831,0.000613365287091
1445.00000,17031842900,Census Tract 8429,2208389.00000,0.00000,+41.8631389,-87.6729371,1400000US17031842900,17031842900,"Census Tract 8429, Cook County, Illinois",1125,129,486,115,639,129,37.2,6.9,29,1400000US17031842900,17031842900,"Census Tract 8429, Cook County, Illinois",2477,452,1287,281,1190,249,3.4,3.6,4.1,4.5,2.7,4.6,1.5,1.7,1.2,1.9,1.7,2.7,9.2,4.1,8.2,4.4,10.2,5.4,14,6.3,111724.000000000000000,30083.378108641474682,0.269265136484922
1449.00000,17031843300,Census Tract 8433,584249.00000,0.00000,+41.8637638,-87.6925503,1400000US17031843300,17031843300,"Census Tract 8433, Cook County, Illinois",402,96,155,73,247,95,22.6,15,36.1,1400000US17031843300,17031843300,"Census Tract 8433, Cook County, Illinois",1439,364,702,190,737,225,7.5,4.8,6.6,6.5,8.4,7.1,8.3,5.9,6,6.3,10.6,7.8,2.8,3.5,1.9,3.2,3.7,6.1,4.4,4.4,29553.000000000000000,9178.643264789134264,0.310582454058442
495.00000,17031282800,Census Tract 2828,164409.00000,0.00000,+41.8702682,-87.6849136,1400000US17031282800,17031282800,"Census Tract 2828, Cook County, Illinois",739,84,29,27,710,82,3.2,3.9,3.4,1400000US17031282800,17031282800,"Census Tract 2828, Cook County, Illinois",1792,240,855,142,937,188,18.7,4.7,19.5,6.9,17.9,7.1,4,2.4,6.1,5,2.1,2.4,2.3,2.1,0,3.7,4.4,3.9,1.1,1.3,8302.000000000000000,1447.275574177503586,0.174328544227596
496.00000,17031283100,Census Tract 2831,212435.00000,0.00000,+41.8692736,-87.6640458,1400000US17031283100,17031283100,"Census Tract 2831, Cook County, Illinois",1196,112,167,60,1029,116,29,7.5,27.5,1400000US17031283100,17031283100,"Census Tract 2831, Cook County, Illinois",2493,299,1154,205,1339,189,4.7,2.1,3.2,2.7,6,3.6,3.8,2.4,4.9,4.4,2.8,2.8,4.6,3.5,4.4,3.7,4.7,3.9,5.6,3.5,10731.000000000000000,7240.295344889163971,0.674708353824356
1368.00000,17031832900,Census Tract 8329,401717.00000,0.00000,+41.8741811,-87.6619014,1400000US17031832900,17031832900,"Census Tract 8329, Cook County, Illinois",1192,79,8,14,1184,80,16.9,5.9,0,1400000US17031832900,17031832900,"Census Tract 8329, Cook County, Illinois",2392,299,1372,278,1020,173,5.4,3.2,8.1,5.8,1.8,2.3,2.2,1.6,0,2.3,5.2,3.6,2.6,2,2.6,3.3,2.5,2.1,2.7,1.9,20344.000000000000000,8598.774525403976440,0.422668822522807
1405.00000,17031838000,Census Tract 8380,538225.00000,0.00000,+41.8773662,-87.6806525,1400000US17031838000,17031838000,"Census Tract 8380, Cook County, Illinois",1237,124,410,103,827,135,46.8,6.8,59,1400000US17031838000,17031838000,"Census Tract 8380, Cook County, Illinois",2664,642,1205,278,1459,411,10.8,4.9,12.9,7.5,9,5.4,5,3.4,5.1,4.7,4.9,3.8,10.5,5.5,12.1,7,9.3,6.6,10.2,5.4,16241.000000000000000,457.598519844654163,0.028175513813475
1406.00000,17031838100,Census Tract 8381,820737.00000,0.00000,+41.8786668,-87.6716888,1400000US17031838100,17031838100,"Census Tract 8381, Cook County, Illinois",1114,115,153,73,961,109,39.8,8.9,94.1,1400000US17031838100,17031838100,"Census Tract 8381, Cook County, Illinois",1866,282,1094,227,772,183,4.1,4.8,4.4,4.8,3.8,5.6,2.6,2,1.7,2.2,3.8,4,1.7,1.9,1,1.5,2.6,3.8,1.9,2.2,32083.000000000000000,2417.345892422515135,0.075346628819702
1407.00000,17031838200,Census Tract 8382,1157570.00000,0.00000,+41.8704157,-87.6750794,1400000US17031838200,17031838200,"Census Tract 8382, Cook County, Illinois",452,70,0,119,452,70,29.4,14.1,,1400000US17031838200,17031838200,"Census Tract 8382, Cook County, Illinois",1495,374,945,268,550,173,2.8,2.7,2.2,2.8,3.8,3.8,5.2,3.6,8.1,6,0,5.7,6.1,3.8,8.8,6,1.5,2.4,24.9,6.1,58577.000000000000000,12816.646346457302570,0.218799978600087
720.00000,17031640800,Census Tract 6408,326769.00000,0.00000,+41.7748241,-87.7397422,1400000US17031640800,17031640800,"Census Tract 6408, Cook County, Illinois",480,51,84,50,396,60,24.6,11.3,0,1400000US17031640800,17031640800,"Census Tract 6408, Cook County, Illinois",1663,225,800,122,863,136,13,5.1,13.5,6.8,12.5,5.5,7.6,3.4,4.4,3.7,10.5,3.8,4,2,6.1,4.6,2.1,3,4.4,3,16545.000000000000000,2908.709967646747828,0.175805981725400
722.00000,17031650200,Census Tract 6502,991073.00000,0.00000,+41.7822221,-87.7302252,1400000US17031650200,17031650200,"Census Tract 6502, Cook County, Illinois",1943,132,179,109,1764,148,32.2,6.9,14.5,1400000US17031650200,17031650200,"Census Tract 6502, Cook County, Illinois",6960,663,3140,452,3820,420,9.8,2.9,7.8,3.7,11.5,4.8,8.8,3.6,7.1,3.8,10.2,5.1,7.9,2.4,6.4,3.1,9.1,3.7,9.2,2.9,33894.000000000000000,67.233299023557919,0.001983634242744
723.00000,17031650301,Census Tract 6503.01,985558.00000,0.00000,+41.7749275,-87.7299916,1400000US17031650301,17031650301,"Census Tract 6503.01, Cook County, Illinois",1563,84,143,96,1420,141,28.5,7.2,31.5,1400000US17031650301,17031650301,"Census Tract 6503.01, Cook County, Illinois",5570,516,2916,433,2654,274,9.2,4.1,8.6,4.6,9.9,5.5,12.7,3.9,16.8,5.7,8.3,3.8,11.2,2.6,8.6,5.5,14.1,4.6,8,2.7,49415.000000000000000,997.229467980175968,0.020180703591626
724.00000,17031650302,Census Tract 6503.02,661844.00000,0.00000,+41.7750953,-87.7177493,1400000US17031650302,17031650302,"Census Tract 6503.02, Cook County, Illinois",1129,67,32,37,1097,75,38.3,11.3,28.1,1400000US17031650302,17031650302,"Census Tract 6503.02, Cook County, Illinois",4036,479,2248,463,1788,249,8.3,3.3,11.6,5.7,4,4.1,14.2,4.5,15,6.5,13.1,5.8,7.9,2.9,5.4,3.9,10.9,5.3,5.9,3,26522.000000000000000,2646.773982481028725,0.099795414466519
725.00000,17031650400,Census Tract 6504,1098627.00000,0.00000,+41.7653247,-87.7171803,1400000US17031650400,17031650400,"Census Tract 6504, Cook County, Illinois",1632,86,170,89,1462,118,29.7,6.6,52.9,1400000US17031650400,17031650400,"Census Tract 6504, Cook County, Illinois",6301,516,3228,361,3073,321,9.9,2.7,12,4.7,7.6,3.1,9.9,2.7,10.8,3.2,8.9,4.1,8.9,2.5,10.1,3.9,7.7,3,8.4,2.5,45062.000000000000000,5968.561255704119503,0.132452204866720
726.00000,17031650500,Census Tract 6505,3246100.00000,0.00000,+41.7622187,-87.7320352,1400000US17031650500,17031650500,"Census Tract 6505, Cook County, Illinois",1520,77,54,42,1466,88,41.3,7.9,33.3,1400000US17031650500,17031650500,"Census Tract 6505, Cook County, Illinois",4709,550,2422,391,2287,253,9.3,2.3,8.8,3.3,9.8,3.5,7.8,1.8,6,2.7,9.8,3.3,6.9,1.9,8.1,3.5,5.5,2.5,9.3,3,154050.000000000000000,38614.745311413600575,0.250663715101679
649.00000,17031530400,Census Tract 5304,1312063.00000,0.00000,+41.6740397,-87.6515267,1400000US17031530400,17031530400,"Census Tract 5304, Cook County, Illinois",676,85,185,71,491,84,38.3,9.4,22.2,1400000US17031530400,17031530400,"Census Tract 5304, Cook County, Illinois",1927,351,905,234,1022,207,4.5,3.1,4.8,5.4,4.3,4.9,4.6,4.6,1.9,3.1,7,7.1,7.6,3.4,10.4,6.7,5.2,5,7.9,4.4,66385.000000000000000,0.000000000000000,0.000000000000000
650.00000,17031530501,Census Tract 5305.01,1296495.00000,0.00000,+41.6742780,-87.6321660,1400000US17031530501,17031530501,"Census Tract 5305.01, Cook County, Illinois",1763,172,466,172,1297,188,36.6,6.5,23,1400000US17031530501,17031530501,"Census Tract 5305.01, Cook County, Illinois",6228,998,2672,486,3556,610,9.9,3.1,12.2,6.3,8.2,3.8,8.2,3.6,9.6,6.2,7.2,4.2,7.8,3.6,6.5,3.6,8.9,5.2,10.3,3.4,26992.000000000000000,0.000000000000000,0.000000000000000
651.00000,17031530502,Census Tract 5305.02,706252.00000,101712.00000,+41.6660802,-87.6250225,1400000US17031530502,17031530502,"Census Tract 5305.02, Cook County, Illinois",563,61,101,70,462,97,43.9,13.3,57.4,1400000US17031530502,17031530502,"Census Tract 5305.02, Cook County, Illinois",1696,313,789,192,907,215,3.5,4.1,0,4,6.5,7.1,1.3,2.3,1.4,2.6,1.2,2.1,13,7,11.8,10.6,14.1,5.8,10.8,7.9,0.000000000000000,0.000000000000000,
652.00000,17031530503,Census Tract 5305.03,1598487.00000,57148.00000,+41.6642039,-87.6375356,1400000US17031530503,17031530503,"Census Tract 5305.03, Cook County, Illinois",1794,147,320,128,1474,190,46.7,6.1,57.2,1400000US17031530503,17031530503,"Census Tract 5305.03, Cook County, Illinois",5901,661,2860,394,3041,479,4.9,2.4,5.9,3.3,3.9,3.7,9.3,3.7,8,5.2,10.5,4.5,11.6,2.8,12.3,4.8,11,3.9,9.6,4.2,11100.000000000000000,0.000000000000000,0.000000000000000
1182.00000,17031821402,Census Tract 8214.02,1676643.00000,92477.00000,+41.6614309,-87.6520323,1400000US17031821402,17031821402,"Census Tract 8214.02, Cook County, Illinois",1375,101,156,77,1219,112,27.5,6.8,28.2,1400000US17031821402,17031821402,"Census Tract 8214.02, Cook County, Illinois",3775,326,1683,211,2092,266,3.4,2.1,2.7,2.7,4,2.6,5.3,2.1,6,4.1,4.8,2.3,6.7,2.7,8.1,5.1,5.5,3.3,9.5,3.1,34399.000000000000000,0.000000000000000,0.000000000000000
1183.00000,17031821500,Census Tract 8215,4197001.00000,452975.00000,+41.6505617,-87.6360769,1400000US17031821500,17031821500,"Census Tract 8215, Cook County, Illinois",711,64,253,50,458,64,24.6,4.6,15.8,1400000US17031821500,17031821500,"Census Tract 8215, Cook County, Illinois",2352,230,1109,144,1243,137,4.9,1.7,3.8,2.4,5.9,2.3,11.1,3.1,13.9,5,8.5,3.2,13.3,2.5,14,4.2,12.7,3.3,12.4,3,0.000050939534646,0.000000000000000,0.000000000000000
290.00000,17031100500,Census Tract 1005,1957557.00000,0.00000,+41.9780598,-87.8197335,1400000US17031100500,17031100500,"Census Tract 1005, Cook County, Illinois",2211,97,53,53,2158,102,36.6,6.2,18.9,1400000US17031100500,17031100500,"Census Tract 1005, Cook County, Illinois",5998,464,2858,303,3140,303,6.9,2.8,8.1,4.4,5.9,2.8,7,3.2,8.9,5.1,5.3,3.2,6.5,2.2,7.8,3.4,5.4,3.2,4.2,1.9,98948.000000000000000,42475.593182427634019,0.429271871916842
821.00000,17031760801,Census Tract 7608.01,1300064.00000,0.00000,+41.9834867,-87.8448495,1400000US17031760801,17031760801,"Census Tract 7608.01, Cook County, Illinois",1949,135,43,53,1906,139,12.2,5.7,100,1400000US17031760801,17031760801,"Census Tract 7608.01, Cook County, Illinois",3266,354,1802,243,1464,267,5.6,2.5,7.7,3.9,3,4.2,2,2.6,1.4,2.2,2.7,3.2,1.8,1.7,1.3,2.1,2.3,2.4,1,1.6,31028.000000000000000,599.831735065727457,0.019331949692720
