,GEOID,weight_max,weight_median,total_pop,pov_rate,pop_vulnerable,uninsured_rate,vulner_rate,max_composite,med_composite
213,17031191200,1044489.2912823432,272532.36378748197,3854,1.3331603528801246,603,1.3077322262584328,0.1564608199273482,284912.04454382916,74340.40120767942
214,17031191301,893443.0796111358,229056.4572064221,5868,1.1768916155419222,929,1.2866394001363326,0.15831629175187456,214183.40245790387,54911.26684956558
215,17031191302,670003.2214045366,163369.03452554496,5197,1.1519331649504565,684,1.2064652684240909,0.1316143929189917,122552.55835023994,29882.383392639982
216,17031200100,423501.35816788283,115623.12182682047,4625,1.1004347826086955,793,1.1928648648648648,0.17145945945945945,95317.31797185476,26023.25979718981
217,17031200200,681485.0382779577,178278.0265107051,4866,1.2460366481367098,700,1.2174270448006577,0.14385532264693793,148715.42688343913,38904.29184398739
218,17031200300,328637.94407022605,74856.92973866794,2136,1.3323970037453183,365,1.3141385767790261,0.17088014981273408,98329.56837260946,22397.44291161062
219,17031200401,748049.1590671862,181229.59643832853,3722,1.2353573347662548,622,1.2587318645889307,0.16711445459430413,194388.23635559226,47094.36699456048
220,17031200402,433238.90753089654,68200.43394677661,4186,1.2100456621004567,795,1.227663640707119,0.18991877687529862,122229.6334760383,19241.379062028896
221,17031210100,1053782.319376915,105003.37002223768,3480,1.192816091954023,526,1.2152298850574712,0.1511494252873563,230881.60799202364,23006.029299913094
222,17031210400,157125.93425792264,53894.115505226466,2682,1.2538958570885594,476,1.244309559939302,0.17747949291573453,43509.68683561286,14923.800447006828
223,17031210501,145882.5356208869,44892.33488783672,3972,1.194108761329305,623,1.3831822759315207,0.15684793554884188,37792.4815922723,11629.855024536479
224,17031210502,21874.341181442407,3126.6846970618035,4686,1.2765685019206146,721,1.3446436192915066,0.1538625693555271,5777.224999957911,825.7876591124907
225,17031210601,208251.28010293219,23474.85491202127,2686,1.1235870384325546,420,1.2546537602382726,0.1563663440059568,45905.16733666482,5174.600330944576
226,17031210602,312149.10053704196,35298.18036950686,3997,1.2001501125844383,739,1.2471853890417814,0.1848886664998749,86385.12431504414,9768.529507432797
227,17031210700,481415.25247968093,53007.812276387216,4282,1.2289554350389058,733,1.1898645492760394,0.1711816907986922,120506.5955696072,13268.775684023147
228,17031210800,168004.87479651583,18607.23445103326,1165,1.04553264604811,112,1.224892703862661,0.096137339055794,20684.71904134488,2290.9181487871806
229,17031210900,554385.0702701784,62957.569550492524,3067,1.2093250733615912,503,1.2112813824584285,0.16400391261819366,133184.54600401132,15124.821658728859
230,17031220300,356361.5564996084,53652.477065235435,2306,1.1203663323157436,330,1.0992167101827677,0.14310494362532525,62804.224228763276,9455.57156370016
231,17031220400,358064.60505584313,53677.35859401741,2564,1.0702028081123245,461,1.1329953198127924,0.1797971918876755,78061.78887653048,11702.21958510118
232,17031220500,341358.370402571,48638.06816090304,2771,1.0996030313966076,366,1.1331649224106821,0.13208228076506676,56180.31461193877,8004.789711686164
233,17031220601,148579.69074027502,18589.523323571968,1917,1.278247096092925,258,1.136150234741784,0.13458528951486698,29040.73611073102,3633.426873985252
234,17031220602,387254.7233869543,44896.44022376805,5163,1.201321414691022,958,1.121064904780412,0.18555103621925237,96772.08173296117,11219.287255825506
235,17031220701,16782.02538298088,2041.6787004286832,3403,1.203281677301732,419,1.2897443432265647,0.12312665295327652,3206.766831232487,390.1309518461482
236,17031220702,63932.11784432615,11211.509315713009,3948,1.1306890414441901,346,1.1937689969604863,0.08763931104356636,7562.781007887485,1326.253416617465
237,17031220901,231314.63480800044,28156.44257588681,3064,1.4046997389033944,458,1.2154046997389034,0.14947780678851175,59031.55733408309,7185.531756872621
238,17031220902,241850.6437266256,29438.923169224694,2954,1.2474610697359512,423,1.2704807041299933,0.14319566689234936,54887.3418465924,6681.083063029767
239,17031221000,123638.37733366332,14982.481916690896,3008,1.3123123123123124,381,1.2097739361702127,0.1266622340425532,24862.33234256196,3012.814085418868
240,17031221100,350091.07604731136,55854.248497422275,5259,1.2809655718242976,638,1.224772457459438,0.12131583951321544,66633.31461580619,10630.815714523384
241,17031221200,372239.1605037925,60390.50504928573,3069,1.1306614532420984,396,1.1557510589768654,0.12903225806451613,62764.95820594557,10182.721023560192
242,17031221300,392310.4691107572,62879.15777783934,2573,1.169063350174893,273,1.171006607073455,0.10610182666148466,56983.63503090013,9133.284120570344
243,17031221400,342055.77585572144,56581.13218893298,2994,1.153306613226453,351,1.1771007700033478,0.11723446893787576,54439.067165807064,9005.03447966908
244,17031221500,237049.90999769978,39292.68271262506,2816,1.1253551136363638,559,1.1392045454545454,0.19850852272727273,60326.79458439311,9999.588688716512
245,17031221600,188927.93624485933,31978.081798009312,2950,1.0664406779661018,350,1.0820338983050848,0.11864406779661017,25865.43448016372,4378.002512427443
